site,lat,lon,model,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010
IT-Tor,45.8444,7.5781,dlem,293.7670002,300.7039247,313.1869955,264.7610083,306.1849992,328.7930312,316.8259987,337.7329956,336.1859972,320.2684621,296.4269869,358.6230044,307.7180044,292.1777121,308.3089937,335.0639991,328.9220078,364.5788501,316.7629963,346.960011,366.3439997,340.2641453,311.760991,369.9819928,315.6680058,343.1411693,389.1949963,354.0240005,366.9860064,374.0173614,339.0659998,358.8440072,373.7190069,354.4410651,372.4369858,389.6650055,395.7089972,368.8765018,415.577,388.7329947
JP-MBF,44.3869,142.3186,dlem,283.6439967,295.5410405,301.1100019,292.9060039,276.440001,261.3437808,286.6500071,291.7189997,284.4739997,263.7304992,278.2189983,301.2950021,286.7749996,289.326859,285.2769985,288.1110041,301.9829997,302.5382251,305.5409992,321.6839978,296.5269986,281.3995734,301.6269887,323.29999,319.4010037,284.2672431,288.8180033,297.5100043,330.3389918,332.7592104,323.6729904,314.355,308.4450016,315.9613202,329.3979986,326.1860006,321.6549963,315.2446426,308.2120049,335.3650036
JP-SMF,35.2617,137.0788,dlem,388.8699924,395.4787348,387.2959995,387.6439963,395.8110082,384.6513921,401.7099931,403.551002,416.7829981,398.1838865,385.7489936,402.2520019,404.7340024,401.5434232,409.2759966,398.835993,423.6279979,408.6605741,427.149002,436.6950081,428.6140011,421.2363955,410.7099976,439.622994,416.0210109,420.075969,426.4650043,449.5790076,436.9440062,437.6441364,432.6629913,437.0709863,437.2409972,453.284931,430.7849955,441.8790041,448.3229819,447.567713,448.5239885,453.90201
NL-Hor,52.2404,5.0713,dlem,588.7789964,573.3218167,582.4609925,606.6159966,597.9450049,580.9519765,603.8270007,582.2209939,575.1459894,588.6483571,593.8269986,611.7170029,616.4560047,606.7546148,566.6170002,562.7639993,573.9530164,625.6072895,620.7949963,629.720011,583.8730096,638.9286748,599.6340053,624.4759925,603.4520025,535.3309385,602.5349979,616.7889953,635.0709847,640.6126797,616.6789974,622.9499966,590.4559797,621.0321302,631.7200005,643.7049847,643.0309999,631.0301331,619.3620006,572.9359972
NL-Loo,52.1666,5.7436,dlem,483.5369939,500.4025313,500.5310019,531.3280122,521.6149906,466.5685624,520.0949982,513.3470111,467.7199885,502.2253916,512.8760064,497.8779976,527.400998,529.7381081,499.7509951,469.6070029,490.0100042,545.7503603,554.6340133,554.7410025,511.3119986,565.684673,559.1199936,547.7020081,535.7259966,465.0955328,533.1040163,549.5189975,546.9829909,582.4251033,564.0339854,579.763006,507.2709969,568.4060427,575.035997,572.8470005,586.4949956,572.4657436,566.3679989,506.8240001
NO-Adv,78.186,15.923,dlem,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NO-Blv,78.9216,11.8311,dlem,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RU-Che,68.613,161.3414,dlem,54.52099788,57.21032043,60.82499905,74.41100038,56.95000289,61.75653492,65.58599975,55.89600018,60.0759975,63.01514383,71.21099962,54.66499929,45.81399993,68.05450015,63.66499991,60.8520022,60.76199983,61.25392848,68.5279997,81.80100329,84.47199776,63.44246534,63.27299976,65.25400036,74.28300026,67.56310757,69.78399956,73.15399911,69.89399823,73.77946611,76.43200042,73.29499925,73.15200313,73.74596197,76.13200092,79.61699901,84.04799818,79.31499793,63.12199835,81.21799837
RU-Cok,70.8291,147.4943,dlem,66.14200005,57.40592765,58.84299774,73.87599901,53.76099768,57.58128425,67.57900033,52.12499916,39.97400065,53.49503467,59.39299955,51.39600062,56.53900254,50.79714201,59.20300102,56.4839988,61.63400002,67.53300146,67.17499842,69.87899907,74.76000202,54.31760725,63.25199997,57.87500083,67.84200011,45.53635636,58.22500056,60.47000069,60.06999832,61.6893207,64.3400007,55.71100015,60.11399866,47.74296397,58.44499958,60.11000253,66.39500007,56.59400185,51.97099866,59.20900241
RU-Fyo,56.4615,32.9221,dlem,442.6610008,480.8433187,455.1369989,502.8579973,463.1959898,397.9351008,478.0979984,436.9380047,413.0140165,444.876355,475.138005,490.0380054,500.7080033,498.8412826,452.0999892,501.9200037,414.2859987,500.8957114,533.1789908,481.005994,495.0260019,465.8556472,444.3419919,452.1600012,487.9010071,474.2910066,441.5010048,484.6320102,491.5729966,526.4130406,506.4389867,461.3999821,496.124996,557.8188866,551.7249932,543.9650016,567.0239825,570.2944641,551.0040013,507.0039847
RU-Ha1,54.7252,90.0022,dlem,295.6750023,312.7800038,286.4649962,281.5359927,277.4869919,281.0919918,306.219003,299.4109901,297.4670042,299.7929955,279.8629968,284.1540019,291.9299909,287.2109965,285.4210016,285.0319974,299.1840014,296.8119997,274.341997,316.7470045,296.0019931,282.1260014,276.8889867,300.1449989,291.757013,264.1830057,310.1189996,262.9829972,256.4900041,279.7210001,282.1309895,269.5099968,271.4830052,262.9770003,268.7749926,236.079992,278.2689968,244.6900018,250.6399998,234.4890002
SD-Dem,13.2829,30.4783,dlem,194.9479991,223.6141089,218.2849943,194.0220016,198.5000023,201.4084316,214.9470033,222.0750041,235.679998,215.4202144,220.0300032,200.5689983,194.6450001,183.094963,160.4569974,168.8649971,189.4940002,198.3701054,190.710999,174.6339975,156.6980016,170.6209259,217.6240001,223.9899955,239.2899971,225.8492495,222.0759871,221.0209994,236.4309962,252.1578576,236.5929962,214.3780063,209.6249976,223.8108917,215.1799982,210.2709973,248.9209902,264.2198863,243.6690013,229.6639999
SN-Dhr,15.4028,-15.4322,dlem,504.9930062,488.041702,470.9909964,477.7320111,490.0049996,496.9301452,492.9529985,539.6169906,518.1919984,502.4292969,509.1130141,513.8429953,443.8270025,508.7020792,505.6120144,482.0230005,525.1759892,504.1486677,523.3490061,531.1560162,506.6419992,505.9105729,493.7189858,496.3850104,527.3490074,546.3223621,529.5120049,524.1879941,535.8210058,541.7878971,518.844002,483.6459858,525.3539883,526.135708,531.0439934,512.1580127,504.0160063,511.5609062,525.6449962,529.5800045
US-AR1,36.4267,-99.42,dlem,606.8110016,581.5605067,647.2130271,691.3280215,640.713005,609.3746125,690.6140042,627.519992,653.4950163,656.1095874,674.269985,656.3480001,715.8699928,628.4510937,703.4500132,697.8040284,721.4000116,621.0416081,668.931018,648.7889781,616.8599976,641.8838626,681.1020029,614.4069897,683.4170068,658.0478855,706.2299922,711.5480033,695.497997,723.9022387,698.423005,668.9890017,650.7349979,744.934475,710.2150101,633.7809895,762.6100041,656.2431743,623.0899963,655.0749956
US-AR2,36.6358,-99.5975,dlem,506.0569962,476.1635267,543.0580039,530.4590059,492.130001,499.42038,543.1050061,492.7050135,503.9170035,523.8355459,551.2419965,531.4240052,550.5040119,512.6165221,568.8699991,565.9199988,619.6250095,519.8716682,596.6450082,508.777007,504.9700172,525.2880352,515.8829948,502.8229999,525.9950147,515.883103,526.5570003,567.9400014,591.8879811,547.5891841,536.8430033,528.0869834,548.8739972,588.1128737,598.4439849,511.2480183,559.6400061,526.3776749,534.0539877,544.7550094
US-ARb,35.5497,-98.0402,dlem,463.4009845,460.0859731,466.2680116,473.1930016,473.7750003,461.2506098,478.6519953,434.7340006,423.7280083,459.1692838,478.1150022,456.630998,465.1960083,444.8743498,454.1479944,485.2070071,469.0720043,450.3961196,452.455004,477.7490128,464.2359985,473.3841361,472.2690114,475.5689941,490.3179944,475.2670202,453.7799905,468.7419999,467.1779997,479.7293994,456.3090135,453.0780008,446.8079968,464.0913866,472.7499931,482.0119956,489.9439948,453.2592855,442.6460075,449.7910039
US-ARc,35.5465,-98.04,dlem,463.4009845,460.0859731,466.2680116,473.1930016,473.7750003,461.2506098,478.6519953,434.7340006,423.7280083,459.1692838,478.1150022,456.630998,465.1960083,444.8743498,454.1479944,485.2070071,469.0720043,450.3961196,452.455004,477.7490128,464.2359985,473.3841361,472.2690114,475.5689941,490.3179944,475.2670202,453.7799905,468.7419999,467.1779997,479.7293994,456.3090135,453.0780008,446.8079968,464.0913866,472.7499931,482.0119956,489.9439948,453.2592855,442.6460075,449.7910039
US-ARM,36.6058,-97.4888,dlem,591.5479893,567.7036122,581.4210064,596.6860102,567.0930132,555.7382808,585.1540056,520.3469999,504.4060067,555.7185937,574.0490005,547.9310172,563.6850091,544.2523581,551.5450054,588.8629931,587.7840027,549.8213235,539.764017,571.7790128,560.5200125,541.8310732,522.9950071,537.3380084,553.6479953,530.0778275,530.1700114,563.900005,542.9000081,543.431783,521.1630034,534.0050082,521.1159985,539.6438631,545.1789907,551.8550094,563.2359912,522.1339967,509.4200073,519.2039773
US-Blo,38.8953,-120.6328,dlem,487.7679975,510.1613837,503.0550073,512.5069925,496.0690086,479.9181404,476.0109953,504.2739986,504.868989,503.0762857,516.2310032,487.1650006,497.3139892,506.0348441,483.7379921,511.0250012,500.8530017,506.0866112,497.8359926,507.4699881,505.7419954,514.7783949,496.4380083,506.8270031,551.4869902,565.0996368,522.4839767,531.8659993,512.3649991,538.3216775,534.2060091,529.6779919,554.365989,530.3567107,564.8380057,540.8930034,533.0070081,524.7559674,538.6890083,549.8040044
US-Cop,38.09,-109.39,dlem,196.0130003,201.7530713,194.456995,194.5209986,176.2209974,188.2721128,192.0519961,190.0049958,170.4480009,183.7935017,212.1290017,202.7570059,225.0860019,212.4240004,219.6170018,222.554,216.9390006,208.4510715,189.3770067,215.510002,207.191998,226.7708951,205.9370058,205.5570028,210.7999997,192.0365692,200.8379984,196.169999,214.6069966,202.8728542,210.540004,185.1280003,197.6410018,207.0920009,203.5280023,207.1370012,214.8429978,199.3080039,194.8699995,192.8420048
US-GBT,41.3658,-106.2397,dlem,299.3300046,319.4710019,330.2610017,310.7669917,309.1160095,314.7609961,366.7299975,315.2830125,302.5019974,316.5999894,340.9959884,310.628005,332.4519946,309.622016,289.8180126,306.1889919,322.5969881,314.4389944,281.2059973,301.7620061,332.5559936,361.0910101,296.0789967,349.9180075,360.8859906,343.4450149,342.8249984,365.5700073,330.2499847,371.7740027,363.5809939,278.8029982,344.035998,345.3319979,340.5619993,322.0330012,352.5420118,309.8759968,287.0750113,311.0829977
US-GLE,41.3665,-106.2399,dlem,299.3300046,319.4710019,330.2610017,310.7669917,309.1160095,314.7609961,366.7299975,315.2830125,302.5019974,316.5999894,340.9959884,310.628005,332.4519946,309.622016,289.8180126,306.1889919,322.5969881,314.4389944,281.2059973,301.7620061,332.5559936,361.0910101,296.0789967,349.9180075,360.8859906,343.4450149,342.8249984,365.5700073,330.2499847,371.7740027,363.5809939,278.8029982,344.035998,345.3319979,340.5619993,322.0330012,352.5420118,309.8759968,287.0750113,311.0829977
US-Ha1,42.5378,-72.1715,dlem,595.7930034,585.7240066,696.7569855,585.248985,669.908011,581.0848586,616.1129939,555.3789977,641.9490099,490.4180024,612.8849898,585.5599958,552.3239877,615.5353878,592.0609859,604.0109909,604.8689884,598.9723762,593.7899988,634.4459841,634.7879945,583.7808365,544.2200168,587.182022,557.0490065,623.0919957,584.5529995,617.6409959,591.0269816,614.9688673,570.3780118,545.7069881,606.1299876,603.5022109,596.9020102,662.5870058,551.0220097,607.2640051,631.0250044,556.4019979
US-KS2,28.6086,-80.6715,dlem,343.3589977,357.5375664,353.0159968,329.5770029,334.0510087,321.9745423,319.8360128,342.3129965,360.6360058,349.2402106,323.1229988,369.3539955,358.3190056,356.5565355,355.6829923,344.6789921,341.6260041,358.8740669,340.6279888,342.602001,366.5439973,358.3276726,325.6189934,370.5439951,352.2730057,355.4582845,354.9769927,343.1359995,340.068002,324.9475968,356.2659978,348.4440007,361.6190038,354.1832246,367.2430052,347.9570041,351.9600064,357.8052418,344.9060016,347.1549989
US-Los,46.0827,-89.9792,dlem,519.4499847,463.8150079,529.0109921,480.6580102,504.0259853,352.943004,536.7970064,519.8870028,456.6150049,456.9060064,464.986005,490.4089875,520.2409873,473.8359946,495.4339881,517.9010094,512.9679685,496.6300033,433.3109989,470.6479913,530.3609942,477.4837236,478.9240101,525.1959982,469.3569913,485.5209883,477.6709951,541.3790019,550.7449946,487.6490037,542.7040043,483.7990019,486.0990014,490.9590044,503.4539947,512.1880126,475.5810113,499.9069967,498.4970014,568.3170173
US-Me1,44.5794,-121.5,dlem,223.1690004,226.4270078,224.3439971,228.7450029,236.8439993,240.3639279,217.1550024,235.8739967,227.9800037,234.5314697,261.021995,259.5489994,282.1979994,258.847145,220.9819996,259.6629907,258.4000055,248.6754196,234.7859937,254.7120006,250.420004,268.5407501,238.9959998,238.9110031,272.7619998,273.1427177,279.3759928,291.3830037,276.775998,259.5579638,250.7680002,246.3769985,264.7200018,278.3287481,262.773002,287.0339976,268.3250093,250.1605757,243.3820013,265.9720004
US-Me2,44.4523,-121.5574,dlem,407.2260042,390.594999,390.4899878,414.8830037,430.3160111,409.9140734,351.7939914,405.9130034,386.9480024,396.589328,420.5640027,427.875004,437.5170056,433.9972877,414.3210004,416.6180045,421.3590048,436.0356429,433.8319989,414.9139968,434.9960117,449.1271086,407.3369973,421.7140046,462.6519922,455.7209594,455.4849893,429.7979968,444.8369953,425.4464325,413.5859992,432.8809954,451.6349992,470.6494576,442.334994,461.1909961,439.6209989,429.2855022,421.8939997,436.0979998
US-Me6,44.3233,-121.6078,dlem,407.2260042,390.594999,390.4899878,414.8830037,430.3160111,409.9140734,351.7939914,405.9130034,386.9480024,396.589328,420.5640027,427.875004,437.5170056,433.9972877,414.3210004,416.6180045,421.3590048,436.0356429,433.8319989,414.9139968,434.9960117,449.1271086,407.3369973,421.7140046,462.6519922,455.7209594,455.4849893,429.7979968,444.8369953,425.4464325,413.5859992,432.8809954,451.6349992,470.6494576,442.334994,461.1909961,439.6209989,429.2855022,421.8939997,436.0979998
US-MMS,39.3232,-86.4131,dlem,430.1310097,416.2355803,460.7179931,431.0359977,445.6350081,383.3350287,470.5379891,433.6109979,442.2360027,432.2898187,436.1490154,458.3499963,452.1409993,464.5848837,468.1410088,465.2129898,478.4130069,432.5922117,465.6959922,500.2420006,494.3779908,472.9448948,482.2230046,482.3429975,469.8790028,471.5796527,468.0629921,533.4840034,493.4269957,490.5690767,529.6720112,497.0819947,491.9730205,515.5845758,507.1530045,522.7080079,528.9750022,496.1092125,511.8810122,487.5249872
US-Myb,38.0498,-121.7651,dlem,491.1370006,519.1642818,545.0000047,555.252001,547.3660188,544.7523557,512.1929996,504.9500036,559.522992,554.5827822,557.9679922,523.4180008,568.1939914,537.2741869,504.1750095,545.607996,537.2239972,514.3288554,491.7700028,501.9499979,493.7190018,508.721561,513.2490075,517.5549847,551.5759977,572.8572909,554.081986,529.520992,507.6040158,527.1425759,538.7560037,514.8300028,525.0990188,523.7238152,534.5119967,536.2380035,519.7580117,504.9670953,503.8330062,521.5599963
US-Ne1,41.1651,-96.4766,dlem,435.6320067,429.7387546,481.827004,424.5580042,454.7500007,426.2763632,486.5509959,445.5700035,446.4279989,474.3370193,473.2669989,469.0049885,480.6769868,446.5033987,432.1909959,475.7139889,493.3440032,439.2544539,435.285007,493.0770011,488.8450005,470.2214059,464.5050102,470.6940041,466.8650016,424.1548209,452.5120073,505.8749983,465.1759945,469.8171325,505.483998,460.5799936,477.1699905,506.4204642,515.7790056,514.2930077,527.213007,472.2106332,465.9419972,479.9300028
US-Ne2,41.1649,-96.4701,dlem,435.6320067,429.7387546,481.827004,424.5580042,454.7500007,426.2763632,486.5509959,445.5700035,446.4279989,474.3370193,473.2669989,469.0049885,480.6769868,446.5033987,432.1909959,475.7139889,493.3440032,439.2544539,435.285007,493.0770011,488.8450005,470.2214059,464.5050102,470.6940041,466.8650016,424.1548209,452.5120073,505.8749983,465.1759945,469.8171325,505.483998,460.5799936,477.1699905,506.4204642,515.7790056,514.2930077,527.213007,472.2106332,465.9419972,479.9300028
US-Ne3,41.1797,-96.4397,dlem,435.6320067,429.7387546,481.827004,424.5580042,454.7500007,426.2763632,486.5509959,445.5700035,446.4279989,474.3370193,473.2669989,469.0049885,480.6769868,446.5033987,432.1909959,475.7139889,493.3440032,439.2544539,435.285007,493.0770011,488.8450005,470.2214059,464.5050102,470.6940041,466.8650016,424.1548209,452.5120073,505.8749983,465.1759945,469.8171325,505.483998,460.5799936,477.1699905,506.4204642,515.7790056,514.2930077,527.213007,472.2106332,465.9419972,479.9300028
US-NR1,40.0329,-105.5464,dlem,265.7390004,318.9670017,307.3179953,319.1989977,299.663997,309.3959906,368.2200012,298.3730051,335.0580069,308.1000108,353.7330008,338.72199,340.6949944,373.130003,331.4939992,349.6099834,356.9300129,360.6259999,315.2320019,313.7940115,350.5030081,329.8959965,290.698004,336.3850137,329.3319982,347.7400059,345.2549972,345.6200048,344.2239959,363.9059988,356.7749979,324.2350025,399.4929964,388.8510027,390.3529946,362.8910084,400.1680021,350.7020144,356.274999,352.2210171
US-ORv,40.0201,-83.0183,dlem,320.7429876,320.0409988,351.070996,338.2229955,333.1169966,314.0053221,344.517991,327.026995,318.2690045,323.614824,321.5510085,331.6429955,322.1769946,340.483595,338.6449898,350.6400069,348.3919985,312.1617483,321.3129995,364.7649996,348.153005,340.0932132,338.6489906,335.5509995,336.2490032,333.5453599,320.2400085,376.3909969,359.3889991,348.7712953,367.6649966,359.8989993,343.2409891,356.2489945,361.0760057,372.9620096,365.4769964,345.2192155,347.7439996,357.2909935
US-PFa,45.9459,-90.2723,dlem,538.2499772,494.0675653,575.6620117,508.1270049,530.498988,399.4844002,549.8960037,540.963004,489.8489994,499.8024357,528.2169961,512.5209851,548.9750003,530.3299342,526.3409952,572.4649917,535.8620126,529.3564635,464.615983,553.6009954,598.1820036,530.2604513,517.5379892,559.2510168,539.2889884,543.5155922,533.5969973,554.2189915,576.0350108,544.5209653,602.5140054,527.9270021,491.1629958,529.5202761,558.4290075,578.8409841,567.0159859,549.5567672,526.1380095,602.3839862
US-Prr,65.1237,-147.4876,dlem,323.8219902,296.7021643,352.1279913,327.6679971,313.9349844,299.1291029,332.448009,314.5560087,335.1499972,295.2949331,307.7699855,328.6440052,342.3989887,322.709052,308.3120055,315.9570051,328.9210136,352.4737437,348.8920075,335.5490118,315.8860089,290.5889567,320.9110036,333.1589972,357.5769962,292.9182297,332.2860109,324.5570027,345.2209996,307.1262445,336.5319878,325.5719984,328.9919998,392.7724273,403.2819976,338.1230115,359.7889946,329.4340792,360.6239965,351.9600112
US-SRG,31.7894,-110.8277,dlem,343.3900096,353.8401765,344.1240019,335.5499989,324.5190066,342.5128219,355.4410115,366.4470085,349.7510101,358.7320692,351.9650028,339.3560013,383.8909943,385.3690029,400.959,403.7459961,384.9219989,398.3947141,374.1369937,388.973999,368.2669933,390.5224618,404.2920104,394.2770017,381.4619992,371.4779349,365.5819958,364.4769905,368.3110052,369.7577931,380.5020005,361.2220032,374.301997,368.1591307,380.3490035,373.5599965,375.3189958,367.8861438,364.2040001,357.9959847
