site,lat,lon,model,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010
IT-La2,45.9542,11.2853,lpjml,1205.225511,1385.350564,1203.64498,1207.247104,1369.655966,1178.220613,1431.101047,1268.596122,1164.482709,1241.533791,1448.56141,1330.210345,1359.091748,1366.72051,1240.521101,1377.416953,1395.323653,1482.575965,1537.004399,1398.867998,1368.740906,1341.294458,1260.501565,1371.424506,1476.513051,1423.529615,1472.197673,1428.123958,1474.562399,1518.461899,1271.648077,1608.414402,1255.457512,1340.537978,1556.30121,1412.392043,1379.858721,1525.748723,1465.443382,1646.547686
IT-Lav,45.9562,11.2813,lpjml,1205.225511,1385.350564,1203.64498,1207.247104,1369.655966,1178.220613,1431.101047,1268.596122,1164.482709,1241.533791,1448.56141,1330.210345,1359.091748,1366.72051,1240.521101,1377.416953,1395.323653,1482.575965,1537.004399,1398.867998,1368.740906,1341.294458,1260.501565,1371.424506,1476.513051,1423.529615,1472.197673,1428.123958,1474.562399,1518.461899,1271.648077,1608.414402,1255.457512,1340.537978,1556.30121,1412.392043,1379.858721,1525.748723,1465.443382,1646.547686
IT-MBo,46.0147,11.0458,lpjml,1416.108999,1529.345756,1473.399258,1324.201865,1573.67906,1411.467763,1698.547692,1510.942677,1498.823429,1343.505434,1746.499281,1506.171462,1513.110741,1316.727381,1610.537741,1562.356618,1557.539585,1676.285715,1693.186929,1545.704308,1426.293364,1626.185043,1631.121989,1546.958885,1586.655552,1588.612613,1674.553285,1711.356598,1695.119311,1744.119934,1502.493107,1701.526077,1484.96814,1296.799323,1669.581876,1571.887835,1548.167849,1585.049572,1598.646162,1689.734262
IT-Noe,40.6061,8.1515,lpjml,1135.909529,1436.396221,1184.864156,1266.939182,1242.251298,1445.088678,1389.86153,1465.779525,1334.100647,1331.239191,1244.490135,1051.650026,1076.875838,1790.890393,1171.291236,1336.411254,1050.84762,1490.737988,1289.19761,1320.314436,1594.553206,1172.560159,1357.46391,1225.54618,1077.771166,1550.583839,1088.505328,1297.353063,1031.723257,1107.460356,1148.423569,1309.523987,1419.635065,1430.216987,1396.921772,1328.394663,1447.261448,1472.568931,1571.524528,1644.528834
IT-PT1,45.2009,9.061,lpjml,1160.976337,1382.583019,1156.961839,1118.984501,1241.213601,1200.496757,1383.834125,1383.766858,1230.80095,1271.8663,1363.488465,1224.125478,1280.357986,1279.840858,1334.754296,1178.348024,1122.568521,1377.692858,1399.12308,1261.310738,1146.669974,1312.818285,1285.382129,1336.098628,1388.346609,1328.097351,1446.798213,1354.355908,1334.43883,1432.051873,1355.282728,1570.631492,1322.863677,1355.845543,1422.051884,1232.594337,1504.520496,1543.75659,1434.984208,1414.44425
IT-Ren,46.5869,11.4337,lpjml,1119.83104,1002.100463,1139.986332,1012.693551,1199.416637,1007.514193,1171.510679,1044.27113,1214.091583,998.6148811,1314.780265,1280.01554,1170.168664,1005.118416,1387.491693,1322.278626,1277.18262,1357.917302,1283.696024,1327.155032,1214.569446,1445.625543,1457.110239,1431.99322,1348.34124,1356.461695,1441.113025,1401.402646,1514.980978,1520.689148,1394.255349,1443.45856,1451.382005,1364.968654,1498.13646,1401.861957,1501.363114,1405.687378,1443.856644,1331.570354
IT-Ro1,42.4081,11.93,lpjml,1206.885734,1511.139954,1143.131635,1259.810472,1246.416447,1474.594558,1370.513334,1267.564519,1359.578057,1409.918955,1223.375287,1236.07739,1254.923136,1538.105275,1034.347353,1270.908261,1179.760421,1387.785114,1448.320208,1308.136713,1341.115021,1484.545901,1119.965779,1371.176015,1349.959107,1435.757293,1551.411235,1394.630807,1383.590794,1369.857773,1277.176036,1448.975154,1174.455122,1461.088212,1382.897806,1432.165003,1369.782307,1570.318372,1484.91381,1574.613338
IT-Ro2,42.3903,11.9209,lpjml,1206.885734,1511.139954,1143.131635,1259.810472,1246.416447,1474.594558,1370.513334,1267.564519,1359.578057,1409.918955,1223.375287,1236.07739,1254.923136,1538.105275,1034.347353,1270.908261,1179.760421,1387.785114,1448.320208,1308.136713,1341.115021,1484.545901,1119.965779,1371.176015,1349.959107,1435.757293,1551.411235,1394.630807,1383.590794,1369.857773,1277.176036,1448.975154,1174.455122,1461.088212,1382.897806,1432.165003,1369.782307,1570.318372,1484.91381,1574.613338
IT-SR2,43.732,10.291,lpjml,1370.376028,1320.840113,1117.056408,1227.247235,1365.077874,1312.172909,1486.512878,1501.050878,1260.117694,1266.854892,1331.485401,1187.330225,1308.564548,1618.955069,1188.747572,1337.036917,1260.287032,1514.464863,1529.374114,1442.889169,1652.487864,1644.700365,1119.022332,1252.149838,1514.842384,1510.996005,1372.508948,1291.73799,1247.891403,1248.699766,1254.756909,1783.514681,1138.788503,1473.388239,1281.378013,1407.182749,1472.013577,1399.629052,1359.738034,1865.681871
IT-SRo,43.7279,10.2844,lpjml,1370.376028,1320.840113,1117.056408,1227.247235,1365.077874,1312.172909,1486.512878,1501.050878,1260.117694,1266.854892,1331.485401,1187.330225,1308.564548,1618.955069,1188.747572,1337.036917,1260.287032,1514.464863,1529.374114,1442.889169,1652.487864,1644.700365,1119.022332,1252.149838,1514.842384,1510.996005,1372.508948,1291.73799,1247.891403,1248.699766,1254.756909,1783.514681,1138.788503,1473.388239,1281.378013,1407.182749,1472.013577,1399.629052,1359.738034,1865.681871
IT-Tor,45.8444,7.5781,lpjml,1328.481986,1143.181193,1374.7062,1014.330632,1256.308252,1231.485638,1391.939726,1217.016478,1230.041095,1139.377816,1457.184576,1245.344392,1147.424094,1085.617487,1201.019966,1092.182882,1286.603898,1251.833965,1173.131233,1204.119519,1134.281397,1504.173826,1252.564078,1411.436458,1427.075254,1458.973822,1612.335005,1529.737526,1670.22134,1440.963567,1563.496561,1615.510699,1293.831676,1286.191217,1528.945464,1533.674825,1795.636779,1619.168283,1485.358255,1568.661564
JP-MBF,44.3869,142.3186,lpjml,1205.183514,1315.592106,1203.872092,1196.577265,1271.262907,1114.955662,1204.013908,1254.895494,1187.144646,1180.734123,1277.046939,1254.607965,1272.587079,1045.128918,1132.502429,1157.021298,1296.62946,1202.392393,1239.428645,1337.147027,1350.908758,1219.203595,1220.272689,1296.040224,1354.452776,1265.306721,1216.515078,1381.06476,1329.709488,1324.711996,1425.664551,1380.433156,1290.410337,1394.653362,1221.978866,1296.396633,1152.823184,1359.856636,1442.201129,1317.761896
JP-SMF,35.2617,137.0788,lpjml,1908.015036,2014.669382,1948.182017,1887.250641,1844.172317,1912.482614,1695.111056,1885.881725,1955.515944,1902.876996,1918.799551,1956.278931,1973.780265,1843.457587,1846.961315,1899.269133,1979.135945,1954.129408,2041.926798,2055.855856,1972.509934,2080.70003,1993.960072,1945.281104,1956.96346,1896.700519,2065.24462,2003.505178,2077.946819,1971.734614,1997.977257,2008.140096,2068.872127,2091.463015,1987.808795,2019.438185,2117.683159,2103.904102,2230.917521,2075.532689
NL-Hor,52.2404,5.0713,lpjml,1286.881022,1401.478563,1192.250698,1361.42898,1195.972882,1020.575894,1274.498319,1331.18651,1351.767817,1318.771528,1333.933495,1308.259656,1339.336929,1301.41575,1407.815531,1222.520477,1450.777348,1378.974424,1425.75174,1518.266144,1395.185384,1485.198392,1547.014034,1379.530727,1410.674641,1205.543471,1474.110106,1594.99786,1508.892689,1585.922356,1515.244301,1615.073805,1373.979749,1507.079349,1629.387427,1473.745596,1686.687201,1508.868315,1554.571578,1413.350046
NL-Loo,52.1666,5.7436,lpjml,1331.223725,1463.958689,1226.010827,1423.894757,1260.600515,1077.820669,1307.546824,1379.682925,1367.678339,1374.372702,1388.235305,1327.146743,1366.03117,1317.544284,1436.260931,1255.514197,1444.047731,1377.962185,1492.353987,1571.549671,1420.405548,1507.629702,1606.639177,1393.651706,1435.341676,1294.837183,1518.327572,1568.34467,1545.48925,1630.198217,1531.868404,1652.611807,1475.403208,1549.41873,1645.996799,1533.235883,1696.436694,1551.618554,1612.226835,1453.098972
NO-Adv,78.186,15.923,lpjml,0.005144058,0.074491989,0.031394771,0.042348056,0.026650227,0.038647874,0.038861171,0.06421112,0.118649758,0.026157306,0.031998932,0.006933287,0.01321457,0.05484226,0.086529668,0.05575953,0.031572899,0.067777879,0.026130896,0.048468015,0.045235375,0.01835255,0.116355888,0.024111672,0.042269336,0.014060997,0.012420289,0.142935583,0.079873422,0.07653737,0.059567934,0.098240276,0.141839704,0.185277073,0.182341051,0.205759647,0.347680831,0.115131856,0.308962916,0.160510102
NO-Blv,78.9216,11.8311,lpjml,0,0.008046532,0.006018631,0.012805573,0.001477688,0.002420849,0.004525178,0.007295983,0.027826427,0.001075838,0.004161054,7.42E-05,0.00504784,0.015850776,0.037545678,0.012439089,0,0.024105667,0.00064737,0.007548885,0.007744354,0.004204213,0.037521332,0.001427208,0.003702604,0,0.000427128,0.068523612,0.016679938,0.007332469,0.004264548,0.025935325,0.035569043,0.033610564,0.035543941,0.035519251,0.082614033,0.008629078,0.061696736,0.006579654
RU-Che,68.613,161.3414,lpjml,60.17420539,210.7345473,230.5948777,309.9610586,168.1217956,390.9837483,180.2788577,180.851051,258.6892231,371.3187127,296.6371008,125.966073,116.1666995,306.2088005,361.292796,491.5898556,153.8637238,328.7843519,471.0777419,551.684667,310.4349256,424.0455557,368.2754625,286.2396126,347.7431966,446.100651,229.1457256,278.3363951,430.5392197,499.6897412,339.9502097,177.3482384,318.4137533,321.8687807,249.8830923,529.2149812,452.9950384,359.882049,253.3817176,321.4767746
RU-Cok,70.8291,147.4943,lpjml,357.9340889,396.4134236,523.9836416,640.842379,498.5096136,539.3665484,526.2019732,412.6053497,255.0148208,385.2048807,466.1295925,344.8666526,348.8765604,361.3292117,486.3446394,411.1594623,384.1510512,550.7819976,697.6411378,740.4870981,511.7749916,395.049864,495.5265226,412.9028584,345.8039279,356.8680654,369.774944,466.9782719,463.4096216,544.2812425,319.8885047,236.273905,443.2894005,143.0187657,351.5995986,382.7204896,273.7209175,281.4881528,310.3701218,300.9716041
RU-Fyo,56.4615,32.9221,lpjml,1211.984329,1124.233822,1124.33533,1212.553671,1343.920316,1247.458025,1227.358808,1262.470347,1230.310254,1184.330438,1105.651128,1277.567616,1398.761128,1404.951867,1278.189237,1247.832324,1324.487762,1328.498361,1421.682336,1416.902253,1440.652797,1033.399896,1226.004972,1262.574794,1325.11299,1210.983937,1078.470382,1359.704219,1203.053869,1463.932941,1347.843219,1156.233662,1374.246245,1404.178503,1507.989382,1381.10529,1418.400263,1458.482661,1408.755869,1311.701644
RU-Ha1,54.7252,90.0022,lpjml,784.8855505,821.5703145,614.92524,552.7867013,601.7681691,715.6972622,676.5975812,635.5471864,670.8860199,701.5535231,592.7282058,673.5932757,665.3498869,720.9529247,722.7939888,673.0490629,671.4401279,807.8982707,638.6744175,793.524602,721.8205386,649.6205605,643.6834552,637.954315,617.1660348,593.5565639,812.3051136,536.9167647,578.7039152,683.6880791,636.3662519,600.119335,640.6712088,595.6130639,523.7511318,573.3234702,713.0305537,574.9459377,782.7124636,599.1889042
SD-Dem,13.2829,30.4783,lpjml,40.09506561,57.59338927,54.39219034,64.82492499,62.68673059,81.41800656,114.5361056,158.1667899,177.0403847,177.9021482,179.8915674,129.7299718,113.9124907,61.12116171,32.40923213,29.91587371,29.01298203,27.94657446,30.27663498,20.90707977,15.78473176,27.57336732,75.01779471,162.1106238,199.7303453,183.2516978,143.5846207,159.1639597,225.010547,261.0394713,194.5552019,132.0887644,117.6815706,113.0619505,69.63324616,80.80922742,193.5966959,288.4074149,230.5709918,159.5742973
SN-Dhr,15.4028,-15.4322,lpjml,458.711812,422.3764781,319.371027,403.0276426,481.6511722,513.3461702,449.3253062,505.3711691,487.9711404,448.3907722,446.7384208,523.2499689,325.2959788,306.4833491,438.9725135,437.764235,510.9008612,496.9451198,557.7860582,535.0674027,442.6639073,415.9791723,385.0642853,397.3393751,421.2398365,488.637938,412.1268139,393.9751464,521.4728744,504.2806279,416.2999996,353.7722754,386.4095964,448.1375426,497.3384449,449.8461041,389.6237595,505.1047267,511.9937474,519.6559063
US-AR1,36.4267,-99.42,lpjml,875.2555951,901.7745043,1246.267874,1250.546249,1218.65302,1058.985323,1189.917765,903.1204501,1241.506103,1178.197133,1068.062813,1263.020735,1180.174033,1062.94227,1234.012964,1159.785938,1432.472781,1167.185713,1225.199472,1266.883407,913.0475824,1123.641881,1225.044054,1175.411717,1473.654684,914.6951336,1282.864992,1127.508465,1426.774868,1282.929134,1101.019967,1203.834757,1227.798525,1174.870164,1177.31467,923.4245645,1442.493739,1317.361245,1063.48642,1115.605353
US-AR2,36.6358,-99.5975,lpjml,783.976975,814.4420299,1139.248903,1158.343327,865.5554257,951.6912638,890.2049719,794.8206833,1077.93131,1061.296157,887.0452899,1119.862749,1109.676708,1045.124956,1292.389866,1121.080685,1351.56777,1149.964766,1102.35471,1030.695843,788.1450681,873.9476854,946.9719193,1010.946494,1078.736564,813.8425181,1044.392382,1112.375893,1349.007349,1145.450831,871.2989992,676.3222607,1023.940917,1164.559898,1306.33792,845.6732963,1135.275522,1022.128663,964.8749435,1064.175616
US-ARb,35.5497,-98.0402,lpjml,805.4256056,806.3287006,1221.233226,1171.618554,1248.034045,1032.161116,1035.21701,849.8540106,1027.445662,1055.183733,941.1276817,1177.413072,1232.2315,931.3626642,1084.956762,1145.975915,1206.050406,1178.987958,1148.524761,1250.489047,943.4782916,1266.618079,1311.236866,1267.566073,1529.473864,783.6568196,1298.708672,1036.589078,1272.328959,1197.535333,974.2490775,1175.292697,1074.011108,1132.947063,1123.363767,1043.02736,1440.389106,1366.007604,1200.629083,1197.260995
US-ARc,35.5465,-98.04,lpjml,805.4256056,806.3287006,1221.233226,1171.618554,1248.034045,1032.161116,1035.21701,849.8540106,1027.445662,1055.183733,941.1276817,1177.413072,1232.2315,931.3626642,1084.956762,1145.975915,1206.050406,1178.987958,1148.524761,1250.489047,943.4782916,1266.618079,1311.236866,1267.566073,1529.473864,783.6568196,1298.708672,1036.589078,1272.328959,1197.535333,974.2490775,1175.292697,1074.011108,1132.947063,1123.363767,1043.02736,1440.389106,1366.007604,1200.629083,1197.260995
US-ARM,36.6058,-97.4888,lpjml,1071.208978,866.9045614,1245.329721,1231.054486,1181.319994,1045.550348,1235.635685,895.8338355,1007.099508,1076.242723,917.290203,1089.681756,1156.38909,998.451936,1117.777348,1171.614827,1279.195382,1091.777348,1113.091332,1070.463407,968.6552054,1246.505146,1241.428924,1151.051664,1357.175703,815.4886784,1297.270579,1176.216069,1453.202475,1202.05423,987.0409845,1214.853043,1089.621669,1140.61491,1006.336881,942.1452769,1331.709823,1363.462748,1241.797976,1091.679169
US-Blo,38.8953,-120.6328,lpjml,1381.378557,1373.200991,1223.23935,1354.850213,1375.020754,1176.408548,944.10243,1435.694996,1321.472205,1350.902176,1419.357794,1364.505312,1361.982332,1324.996649,1183.589389,1457.48551,1115.192034,1268.350959,1548.825089,1280.955701,1365.076718,1223.541155,1485.717148,1321.842272,1612.436629,1620.905684,1221.845094,1666.750583,1140.938373,1531.034525,1116.348299,1221.869066,1377.316545,1161.607514,1770.014437,1290.767204,1416.177661,1229.134372,1513.647251,1568.631991
US-Cop,38.09,-109.39,lpjml,440.0321631,456.7061479,449.6275732,360.273398,413.3734908,445.8224696,426.8348319,336.73037,243.4604494,358.0914365,522.6656584,550.2841751,597.6453817,642.7953547,714.712345,744.0407141,575.7621144,537.8682104,298.4948754,404.641454,374.9684442,463.2608625,477.9161356,582.5788104,680.2713007,471.2689834,598.5578563,436.9627485,608.0093471,382.3684841,447.3466745,450.3931864,438.1831269,573.4565848,565.8062494,535.2608323,655.8148071,525.5185071,535.8310834,438.540253
US-GBT,41.3658,-106.2397,lpjml,384.5577469,434.6372448,591.2741496,476.8479649,405.1064559,430.1429581,554.3535055,347.0611843,384.2192038,346.8568304,589.2256027,548.1727416,538.1786849,556.288182,424.6753079,490.8988341,508.8638267,358.5136305,420.8573338,515.760024,576.5400547,737.63402,555.573152,284.611908,390.6768919,516.420613,641.3179601,605.3015766,489.1031612,524.2166494,406.5654937,301.3224304,504.9228497,694.5111027,545.3485997,415.1356883,552.1575048,531.1848326,591.6891482,420.6672861
US-GLE,41.3665,-106.2399,lpjml,384.5577469,434.6372448,591.2741496,476.8479649,405.1064559,430.1429581,554.3535055,347.0611843,384.2192038,346.8568304,589.2256027,548.1727416,538.1786849,556.288182,424.6753079,490.8988341,508.8638267,358.5136305,420.8573338,515.760024,576.5400547,737.63402,555.573152,284.611908,390.6768919,516.420613,641.3179601,605.3015766,489.1031612,524.2166494,406.5654937,301.3224304,504.9228497,694.5111027,545.3485997,415.1356883,552.1575048,531.1848326,591.6891482,420.6672861
US-Ha1,42.5378,-72.1715,lpjml,1510.552397,1429.79908,1794.706121,1605.633997,1491.323855,1640.894066,1584.616724,1455.14454,1599.54981,1446.866608,1598.952648,1515.557581,1480.331281,1620.639722,1551.163243,1729.780353,1542.899762,1572.699588,1641.19497,1641.079956,1707.753323,1602.084551,1420.930338,1700.329492,1339.980148,1573.538251,1543.245827,1738.461913,1641.174388,1873.627283,1478.898947,1532.057001,1561.666707,1767.324203,1689.359198,1828.263676,1625.421908,1728.581798,1838.823559,1466.672263
US-KS2,28.6086,-80.6715,lpjml,2038.119381,2279.847757,2176.531308,1883.379848,2030.464537,2037.455289,1875.435669,2083.517193,2229.488853,2008.645979,1807.878559,2363.950335,2339.432941,2365.358611,2065.35278,1879.977242,2108.237843,2356.170377,1984.795824,2029.323822,2364.222844,2323.719437,1963.041049,2393.75651,1996.492848,2238.537808,2295.703474,1930.456468,1957.632377,1863.93985,2147.422646,2032.412797,2328.899942,2203.104075,2401.885348,2077.081246,2066.497076,2245.223803,1961.086455,2265.73226
US-Los,46.0827,-89.9792,lpjml,1415.405162,1364.606506,1409.351505,1245.709726,1144.982362,1084.283637,1350.739671,1429.830898,1329.05157,1300.469861,1263.726791,1348.232524,1263.950084,1252.281097,1545.057329,1354.652964,1345.532653,1155.797402,1274.862419,1394.171614,1415.850841,1345.545814,1273.267033,1399.539698,1274.183132,1390.431943,1303.963921,1456.457401,1514.888157,1451.426101,1477.435579,1352.835763,1305.257809,1322.585224,1382.62396,1351.983689,1165.695016,1503.454669,1418.198579,1654.355794
US-Me1,44.5794,-121.5,lpjml,555.6129431,625.0768495,426.4189437,427.046559,453.7641357,561.1318706,424.4602137,711.8417537,568.8481092,662.4439767,762.4126086,755.1778986,889.8741716,704.245955,555.2547955,692.4376463,581.6906444,581.0460924,651.852139,669.2297494,541.5778632,661.7313998,659.2995689,529.2090171,865.3784514,787.277301,823.4591349,949.6580056,493.6166879,436.4746517,472.7864671,400.5731465,509.9853964,781.880857,794.1624789,693.4553643,703.9509155,533.5684964,533.3830333,728.967515
US-Me2,44.4523,-121.5574,lpjml,990.4260592,831.1472717,877.7069304,670.7680351,784.2564111,1035.723818,1000.260893,1295.757067,952.9305477,888.3065176,1164.837486,1046.822267,1243.996641,995.5669823,943.6310433,940.2258503,1044.243309,1028.283424,1100.261882,1262.336944,927.2159337,1053.753692,1145.176064,1083.641332,1329.948082,1075.04348,1383.274944,1104.112123,947.1971816,932.9502314,1040.98969,813.3649126,906.9053104,1484.909987,1153.294535,1015.887794,997.8425968,946.0450597,1003.775047,1033.702203
US-Me6,44.3233,-121.6078,lpjml,990.4260592,831.1472717,877.7069304,670.7680351,784.2564111,1035.723818,1000.260893,1295.757067,952.9305477,888.3065176,1164.837486,1046.822267,1243.996641,995.5669823,943.6310433,940.2258503,1044.243309,1028.283424,1100.261882,1262.336944,927.2159337,1053.753692,1145.176064,1083.641332,1329.948082,1075.04348,1383.274944,1104.112123,947.1971816,932.9502314,1040.98969,813.3649126,906.9053104,1484.909987,1153.294535,1015.887794,997.8425968,946.0450597,1003.775047,1033.702203
US-MMS,39.3232,-86.4131,lpjml,1353.937641,1272.494027,1536.05435,1420.261271,1377.862866,1277.630451,1350.504392,1421.704527,1588.304369,1377.98285,1335.804385,1484.549542,1221.619957,1255.238122,1644.309616,1529.017272,1379.119124,1162.393152,1666.010212,1724.377712,1371.642581,1574.152258,1625.994182,1507.583929,1577.30147,1430.498779,1553.351387,1732.599013,1489.216487,1812.3451,1699.058769,1523.923341,1758.062249,1742.90711,1627.522367,1833.857378,1393.378478,1738.736082,1823.690438,1434.072076
US-Myb,38.0498,-121.7651,lpjml,881.0723789,822.1051269,947.4397394,1071.231285,1059.096467,692.2878084,391.5737681,773.8109223,639.8442622,768.3967753,743.4712162,903.9231779,1171.84132,1042.576045,985.9104421,1104.958673,757.1940882,934.4019127,1098.311185,943.5120511,947.031568,1031.37439,1103.098407,1009.469353,1159.927231,1080.73073,1077.325161,1080.949071,1235.711952,1278.077138,1136.932177,1010.742346,1209.062145,1172.689282,1218.529722,1219.594369,1184.270034,1150.440321,1293.177238,1408.576163
US-Ne1,41.1651,-96.4766,lpjml,825.7763816,1076.715054,1157.207637,896.9464903,820.0362425,778.6396721,1055.414306,1090.73796,914.0092334,893.9485498,934.6522501,1224.290419,910.2210933,1058.048796,1088.395753,1128.081728,1212.719231,838.6658404,902.3244793,1118.735374,1088.881552,1161.214839,1357.135405,1152.271276,801.2407502,1008.106314,864.0894617,1336.720202,1154.094296,1110.269725,1077.459952,891.8103573,936.5256603,1194.24265,992.4350523,923.1328371,1245.969636,1343.189339,1350.574378,1384.559825
US-Ne2,41.1649,-96.4701,lpjml,825.7763816,1076.715054,1157.207637,896.9464903,820.0362425,778.6396721,1055.414306,1090.73796,914.0092334,893.9485498,934.6522501,1224.290419,910.2210933,1058.048796,1088.395753,1128.081728,1212.719231,838.6658404,902.3244793,1118.735374,1088.881552,1161.214839,1357.135405,1152.271276,801.2407502,1008.106314,864.0894617,1336.720202,1154.094296,1110.269725,1077.459952,891.8103573,936.5256603,1194.24265,992.4350523,923.1328371,1245.969636,1343.189339,1350.574378,1384.559825
US-Ne3,41.1797,-96.4397,lpjml,825.7763816,1076.715054,1157.207637,896.9464903,820.0362425,778.6396721,1055.414306,1090.73796,914.0092334,893.9485498,934.6522501,1224.290419,910.2210933,1058.048796,1088.395753,1128.081728,1212.719231,838.6658404,902.3244793,1118.735374,1088.881552,1161.214839,1357.135405,1152.271276,801.2407502,1008.106314,864.0894617,1336.720202,1154.094296,1110.269725,1077.459952,891.8103573,936.5256603,1194.24265,992.4350523,923.1328371,1245.969636,1343.189339,1350.574378,1384.559825
US-NR1,40.0329,-105.5464,lpjml,462.25337,537.4949642,563.6463812,632.9175315,468.4204992,579.5556459,685.9352081,220.0138664,365.3836204,371.2411535,619.1396502,638.9888222,732.3252925,983.7002991,561.3403115,621.6948558,641.5753969,521.8354468,583.9877745,662.4271732,661.8487505,630.8541067,554.452663,475.6439115,574.8723212,669.2373788,831.906315,648.407088,795.8458893,626.0521226,644.6905871,456.2418589,606.0676948,979.1552921,784.241206,566.0961619,683.9029759,603.4629396,692.5061586,395.3846802
US-ORv,40.0201,-83.0183,lpjml,1033.055017,1115.392259,1267.842955,979.4784275,1002.478182,1204.641581,852.8558715,949.8528344,1213.99985,1240.274794,1122.36194,968.4812828,1002.237845,922.6350853,1215.574253,1142.952539,1121.76248,836.9783438,1244.861151,1311.77276,904.0112379,1315.563994,1245.148904,1104.783886,1233.225501,1150.652988,1137.027599,1193.013868,1036.471257,1295.435047,1147.121461,1049.243805,1377.657855,1361.985701,992.4646143,1292.646164,1086.913513,1161.845872,1210.866783,1161.778949
US-PFa,45.9459,-90.2723,lpjml,1489.177472,1350.313801,1407.993262,1284.785958,1219.529461,1123.749696,1508.057386,1528.513268,1326.442908,1387.819511,1425.836579,1444.308204,1290.651365,1377.466566,1582.628429,1507.108075,1413.450348,1233.559371,1334.275478,1575.593586,1549.297724,1312.936942,1423.88134,1440.244351,1428.627696,1473.851862,1419.978712,1379.233471,1633.085254,1574.871633,1648.801421,1469.530466,1374.423862,1449.055381,1430.502096,1506.289265,1561.801899,1618.947352,1462.1383,1765.082443
US-Prr,65.1237,-147.4876,lpjml,798.1153442,895.6818661,1073.68377,986.0055118,798.2929719,929.43578,964.8649995,1051.341379,1060.122283,852.1111493,980.0333348,1096.591942,735.4568271,1018.613361,902.1447761,1069.869553,1004.055901,1168.951612,992.9697158,909.3050729,992.8348695,995.8076996,759.3638306,1186.116229,1028.176747,1026.492319,879.4742816,955.0587841,1030.640967,808.3957466,1085.380099,1026.929051,1093.609164,963.5195023,1123.779294,1029.197967,1305.93105,1105.929725,1064.741415,1227.765802
US-SRG,31.7894,-110.8277,lpjml,524.653999,693.0804213,715.6837593,581.9966671,702.6352228,840.8409342,679.1381919,843.081358,728.8956819,515.8011368,446.9864045,630.5406885,1372.304679,1102.255696,1193.451383,1035.237834,821.6873724,912.2120021,701.2054865,342.2617462,827.3037715,1149.599911,1148.244009,1000.411463,843.2113948,563.4930209,582.9909892,936.9078733,605.9060688,365.5331513,727.3634995,603.3599609,779.923256,871.7790229,709.2440844,567.6122731,598.7814526,810.3816041,748.4181066,761.6956722
US-SRM,31.8214,-110.8661,lpjml,524.653999,693.0804213,715.6837593,581.9966671,702.6352228,840.8409342,679.1381919,843.081358,728.8956819,515.8011368,446.9864045,630.5406885,1372.304679,1102.255696,1193.451383,1035.237834,821.6873724,912.2120021,701.2054865,342.2617462,827.3037715,1149.599911,1148.244009,1000.411463,843.2113948,563.4930209,582.9909892,936.9078733,605.9060688,365.5331513,727.3634995,603.3599609,779.923256,871.7790229,709.2440844,567.6122731,598.7814526,810.3816041,748.4181066,761.6956722
US-Syv,46.242,-89.3477,lpjml,1371.04484,1351.84619,1354.382939,1207.491538,1139.895806,856.1829439,1265.663603,1397.802408,1390.045256,1345.565936,1286.943822,1354.133424,1281.658682,1241.197513,1517.450125,1220.869072,1303.835967,1196.242617,1183.801907,1261.917802,1336.739759,1296.603878,1199.695736,1370.562697,1274.139641,1346.120975,1212.717846,1382.907917,1468.64253,1402.708947,1482.911003,1313.250914,1233.92237,1326.802593,1388.718696,1384.397153,1069.664943,1402.341713,1349.106637,1607.258253
US-Ton,38.4316,-120.966,lpjml,862.4183303,798.6369931,888.7887363,1026.152863,1084.104045,828.3492308,595.8677441,824.0750887,857.8452868,868.3076945,843.1290846,1025.075472,1145.401249,964.5147924,844.9859428,1027.567599,714.1184087,745.7126609,632.8187346,776.0542167,843.7437901,809.465288,1055.30205,917.6881752,1107.835591,938.7576125,754.688018,1254.727717,1000.296123,1209.251792,868.2245323,811.523393,827.4643813,690.8516531,1044.039394,979.2293207,906.8824888,900.923243,1105.397295,1194.101551
US-Tw1,38.1074,-121.6469,lpjml,881.0723789,822.1051269,947.4397394,1071.231285,1059.096467,692.2878084,391.5737681,773.8109223,639.8442622,768.3967753,743.4712162,903.9231779,1171.84132,1042.576045,985.9104421,1104.958673,757.1940882,934.4019127,1098.311185,943.5120511,947.031568,1031.37439,1103.098407,1009.469353,1159.927231,1080.73073,1077.325161,1080.949071,1235.711952,1278.077138,1136.932177,1010.742346,1209.062145,1172.689282,1218.529722,1219.594369,1184.270034,1150.440321,1293.177238,1408.576163
US-Tw2,38.1047,-121.6433,lpjml,881.0723789,822.1051269,947.4397394,1071.231285,1059.096467,692.2878084,391.5737681,773.8109223,639.8442622,768.3967753,743.4712162,903.9231779,1171.84132,1042.576045,985.9104421,1104.958673,757.1940882,934.4019127,1098.311185,943.5120511,947.031568,1031.37439,1103.098407,1009.469353,1159.927231,1080.73073,1077.325161,1080.949071,1235.711952,1278.077138,1136.932177,1010.742346,1209.062145,1172.689282,1218.529722,1219.594369,1184.270034,1150.440321,1293.177238,1408.576163
