Record_number,lon,lat,year,GOME2_SIF,SCIA_SIF
2136,-105.87,39.07,2002,NaN,NaN
2136,-105.87,39.07,2003,NaN,0.38301
2137,-121.57,44.43,2002,NaN,NaN
2137,-121.57,44.43,2003,NaN,0.55913
2138,-125.32,49.85,2003,NaN,0.64733
2138,-125.32,49.85,2004,NaN,0.83395
2139,127.57,45.33,2000,NaN,NaN
2139,127.57,45.33,2001,NaN,NaN
2139,127.57,45.33,2002,NaN,NaN
2140,127.57,45.33,2000,NaN,NaN
2140,127.57,45.33,2001,NaN,NaN
2140,127.57,45.33,2002,NaN,NaN
2141,7.08,48.67,2001,NaN,NaN
2141,7.08,48.67,2002,NaN,NaN
2142,111.85,2.82,2002,NaN,NaN
2145,-119.03,36.97,1999,NaN,NaN
2145,-119.03,36.97,2000,NaN,NaN
2151,29.78,63.05,2002,NaN,NaN
2151,29.78,63.05,2003,NaN,0.39236
2154,137.42,36.13,1998,NaN,NaN
2154,137.42,36.13,1999,NaN,NaN
2154,137.42,36.13,2000,NaN,NaN
2154,137.42,36.13,2001,NaN,NaN
2154,137.42,36.13,2002,NaN,NaN
2155,137.42,36.13,1998,NaN,NaN
2155,137.42,36.13,1999,NaN,NaN
2156,137.42,36.13,1999,NaN,NaN
2156,137.42,36.13,2000,NaN,NaN
2157,137.42,36.13,2000,NaN,NaN
2157,137.42,36.13,2001,NaN,NaN
2158,137.42,36.13,2001,NaN,NaN
2158,137.42,36.13,2002,NaN,NaN
2162,-105.1,40.6,2000,NaN,NaN
2162,-105.1,40.6,2001,NaN,NaN
2163,-90.12,45.8,1997,NaN,NaN
2163,-90.12,45.8,1998,NaN,NaN
2164,-90.12,45.8,1997,NaN,NaN
2164,-90.12,45.8,1998,NaN,NaN
2165,-90.12,45.8,1997,NaN,NaN
2165,-90.12,45.8,1998,NaN,NaN
2166,-90.12,45.8,1997,NaN,NaN
2166,-90.12,45.8,1998,NaN,NaN
2167,-90.12,45.8,1997,NaN,NaN
2167,-90.12,45.8,1998,NaN,NaN
2168,-90.12,45.8,1997,NaN,NaN
2168,-90.12,45.8,1998,NaN,NaN
2169,-90.12,45.8,1997,NaN,NaN
2169,-90.12,45.8,1998,NaN,NaN
2170,-90.12,45.8,1997,NaN,NaN
2170,-90.12,45.8,1998,NaN,NaN
2171,-90.12,45.8,1997,NaN,NaN
2171,-90.12,45.8,1998,NaN,NaN
2172,-90.12,45.8,1997,NaN,NaN
2172,-90.12,45.8,1998,NaN,NaN
2173,-90.12,45.8,1997,NaN,NaN
2173,-90.12,45.8,1998,NaN,NaN
2174,-90.12,45.8,1997,NaN,NaN
2174,-90.12,45.8,1998,NaN,NaN
2175,-90.12,45.8,1998,NaN,NaN
2175,-90.12,45.8,1999,NaN,NaN
2176,-90.12,45.8,1998,NaN,NaN
2176,-90.12,45.8,1999,NaN,NaN
2177,-90.12,45.8,1998,NaN,NaN
2177,-90.12,45.8,1999,NaN,NaN
2178,-90.12,45.8,1998,NaN,NaN
2178,-90.12,45.8,1999,NaN,NaN
2179,-90.12,45.8,1998,NaN,NaN
2179,-90.12,45.8,1999,NaN,NaN
2180,-90.12,45.8,1998,NaN,NaN
2180,-90.12,45.8,1999,NaN,NaN
2181,-90.12,45.8,1998,NaN,NaN
2181,-90.12,45.8,1999,NaN,NaN
2182,-90.12,45.8,1998,NaN,NaN
2182,-90.12,45.8,1999,NaN,NaN
2183,-90.12,45.8,1998,NaN,NaN
2183,-90.12,45.8,1999,NaN,NaN
2184,-90.12,45.8,1998,NaN,NaN
2184,-90.12,45.8,1999,NaN,NaN
2185,-90.12,45.8,1998,NaN,NaN
2185,-90.12,45.8,1999,NaN,NaN
2186,-90.12,45.8,1998,NaN,NaN
2186,-90.12,45.8,1999,NaN,NaN
2187,19.45,64.12,2001,NaN,NaN
2187,19.45,64.12,2002,NaN,NaN
2187,19.45,64.12,2003,NaN,0.16594
2191,-79.13,35.97,2000,NaN,NaN
2191,-79.13,35.97,2001,NaN,NaN
2192,-79.13,35.97,2001,NaN,NaN
2192,-79.13,35.97,2002,NaN,NaN
2193,-79.13,35.97,2000,NaN,NaN
2193,-79.13,35.97,2001,NaN,NaN
2194,-79.13,35.97,2001,NaN,NaN
2194,-79.13,35.97,2002,NaN,NaN
2195,-106.26,41.38,1990,NaN,NaN
2195,-106.26,41.38,1991,NaN,NaN
2195,-106.26,41.38,1992,NaN,NaN
2195,-106.26,41.38,1993,NaN,NaN
2196,-106.26,41.38,1990,NaN,NaN
2196,-106.26,41.38,1991,NaN,NaN
2196,-106.26,41.38,1992,NaN,NaN
2196,-106.26,41.38,1993,NaN,NaN
2198,84.9,45.48,2004,NaN,0.16459
2198,84.9,45.48,2005,NaN,0.11949
2199,84.86,45.4,2004,NaN,0.16459
2199,84.86,45.4,2005,NaN,0.11949
2200,30.82,62.87,2000,NaN,NaN
2200,30.82,62.87,2001,NaN,NaN
2201,30.82,62.87,2001,NaN,NaN
2201,30.82,62.87,2002,NaN,NaN
2202,30.82,62.87,2002,NaN,NaN
2202,30.82,62.87,2003,NaN,0.34929
2203,30.82,62.87,2003,NaN,0.34929
2203,30.82,62.87,2004,NaN,0.33938
2219,-84,10.44,2003,NaN,1.5982
2219,-84,10.44,2004,NaN,1.7744
2219,-84,10.44,2005,NaN,1.8818
2228,16.12,57.08,2003,NaN,0.54932
2228,16.12,57.08,2004,NaN,0.55155
2229,16.12,57.08,2003,NaN,0.54932
2229,16.12,57.08,2004,NaN,0.55155
2230,16.12,57.08,2003,NaN,0.54932
2230,16.12,57.08,2004,NaN,0.55155
2231,16.12,57.08,2003,NaN,0.54932
2231,16.12,57.08,2004,NaN,0.55155
2232,16.12,57.08,2003,NaN,0.54932
2232,16.12,57.08,2004,NaN,0.55155
2233,16.12,57.08,2003,NaN,0.54932
2233,16.12,57.08,2004,NaN,0.55155
2234,140.15,36.32,2001,NaN,NaN
2238,116.82,43.55,2001,NaN,NaN
2238,116.82,43.55,2002,NaN,NaN
2239,116.82,43.55,2002,NaN,NaN
2239,116.82,43.55,2003,NaN,0.35576
2240,116.82,43.55,2003,NaN,0.35576
2240,116.82,43.55,2004,NaN,0.20787
2243,-71.75,43.93,2001,NaN,NaN
2243,-71.75,43.93,2002,NaN,NaN
2249,-71.75,43.93,2002,NaN,NaN
2249,-71.75,43.93,2003,NaN,1.3932
2255,-71.75,43.93,2003,NaN,1.3932
2255,-71.75,43.93,2004,NaN,1.0589
2259,137.42,36.13,1998,NaN,NaN
2259,137.42,36.13,1999,NaN,NaN
2260,137.42,36.13,1999,NaN,NaN
2260,137.42,36.13,2000,NaN,NaN
2261,137.42,36.13,2000,NaN,NaN
2261,137.42,36.13,2001,NaN,NaN
2262,137.42,36.13,2001,NaN,NaN
2262,137.42,36.13,2002,NaN,NaN
2263,137.42,36.13,2002,NaN,NaN
2263,137.42,36.13,2003,NaN,0.72113
2264,114.03,4.2,2002,NaN,NaN
2264,114.03,4.2,2003,NaN,1.564
2273,-51.46,-1.72,2004,NaN,2.0888
2275,-51.46,-1.72,2004,NaN,2.0888
2276,-51.46,-1.72,2004,NaN,2.0888
2277,23.9,63.9,2003,NaN,0.31554
2278,23.9,63.9,2003,NaN,0.31554
2279,23.9,63.9,2003,NaN,0.31554
2280,23.9,63.9,2003,NaN,0.31554
2281,23.9,63.9,2003,NaN,0.31554
2282,23.9,63.9,2003,NaN,0.31554
2283,24.55,64.08,2003,NaN,0.20503
2284,24.55,64.08,2003,NaN,0.20503
2285,22.77,62.2,2003,NaN,0.42434
2286,22.77,62.2,2003,NaN,0.42434
2287,22.77,62.2,2003,NaN,0.42434
2288,25.05,61.35,2003,NaN,0.43734
2289,23.18,62.1,2003,NaN,0.42856
2290,23.18,62.1,2003,NaN,0.42856
2291,23.18,62.1,2003,NaN,0.42856
2292,23.18,62.1,2003,NaN,0.42856
2293,23.18,62.1,2003,NaN,0.42856
2294,23.18,62.1,2003,NaN,0.42856
2295,4.4,50.02,2002,NaN,NaN
2295,4.4,50.02,2003,NaN,1.0672
2296,4.4,50.02,2002,NaN,NaN
2296,4.4,50.02,2003,NaN,1.0672
2297,4.4,50.02,2002,NaN,NaN
2297,4.4,50.02,2003,NaN,1.0672
2300,-112,41.33,2002,NaN,NaN
2300,-112,41.33,2003,NaN,0.26859
2301,-111.95,41.14,2002,NaN,NaN
2301,-111.95,41.14,2003,NaN,0.26859
2302,-111.51,41.04,2002,NaN,NaN
2302,-111.51,41.04,2003,NaN,0.26859
2303,0.92,41.22,2002,NaN,NaN
2303,0.92,41.22,2003,NaN,0.73256
2307,-84.72,45.59,2003,NaN,0.83923
2307,-84.72,45.59,2004,NaN,0.070515
2307,-84.72,45.59,2005,NaN,0.72522
2308,-84.72,45.59,2003,NaN,0.83923
2308,-84.72,45.59,2004,NaN,0.070515
2308,-84.72,45.59,2005,NaN,0.72522
2309,-84.72,45.59,2003,NaN,0.83923
2309,-84.72,45.59,2004,NaN,0.070515
2309,-84.72,45.59,2005,NaN,0.72522
2310,-84.72,45.59,2003,NaN,0.83923
2310,-84.72,45.59,2004,NaN,0.070515
2310,-84.72,45.59,2005,NaN,0.72522
2311,-84.72,45.59,2003,NaN,0.83923
2311,-84.72,45.59,2004,NaN,0.070515
2311,-84.72,45.59,2005,NaN,0.72522
2312,-84.72,45.59,2003,NaN,0.83923
2312,-84.72,45.59,2004,NaN,0.070515
2312,-84.72,45.59,2005,NaN,0.72522
2313,11.14,46.02,2001,NaN,NaN
2313,11.14,46.02,2002,NaN,NaN
2314,10.98,46.06,2001,NaN,NaN
2314,10.98,46.06,2002,NaN,NaN
2315,11.15,46.02,2001,NaN,NaN
2315,11.15,46.02,2002,NaN,NaN
2316,11,46.03,2001,NaN,NaN
2316,11,46.03,2002,NaN,NaN
2317,11.01,46.04,2001,NaN,NaN
2317,11.01,46.04,2002,NaN,NaN
2318,11.08,46.07,2001,NaN,NaN
2318,11.08,46.07,2002,NaN,NaN
2319,11.07,46.06,2001,NaN,NaN
2319,11.07,46.06,2002,NaN,NaN
2320,11.06,46.05,2001,NaN,NaN
2320,11.06,46.05,2002,NaN,NaN
2321,11.28,45.96,2001,NaN,NaN
2321,11.28,45.96,2002,NaN,NaN
2322,11.06,46.02,2001,NaN,NaN
2322,11.06,46.02,2002,NaN,NaN
2323,11.43,46.59,2001,NaN,NaN
2323,11.43,46.59,2002,NaN,NaN
2325,101.27,21.93,2002,NaN,NaN
2325,101.27,21.93,2003,NaN,1.8565
2329,-120.63,38.9,2001,NaN,NaN
2331,137.42,36.13,2001,NaN,NaN
2345,4.52,51.3,2000,NaN,NaN
2345,4.52,51.3,2001,NaN,NaN
2346,4.52,51.3,2000,NaN,NaN
2346,4.52,51.3,2001,NaN,NaN
2347,4.52,51.3,2000,NaN,NaN
2347,4.52,51.3,2001,NaN,NaN
2348,4.52,51.3,2000,NaN,NaN
2348,4.52,51.3,2001,NaN,NaN
2349,4.52,51.3,2000,NaN,NaN
2349,4.52,51.3,2001,NaN,NaN
2350,4.52,51.3,2000,NaN,NaN
2350,4.52,51.3,2001,NaN,NaN
2351,4.52,51.3,2000,NaN,NaN
2351,4.52,51.3,2001,NaN,NaN
2352,4.52,51.3,2000,NaN,NaN
2352,4.52,51.3,2001,NaN,NaN
2353,4.52,51.3,2000,NaN,NaN
2353,4.52,51.3,2001,NaN,NaN
2364,-97.52,34.98,2002,NaN,NaN
2364,-97.52,34.98,2003,NaN,1.1429
2368,-97.52,34.98,2001,NaN,NaN
2368,-97.52,34.98,2002,NaN,NaN
2369,-97.52,34.98,2002,NaN,NaN
2369,-97.52,34.98,2003,NaN,1.1429
2383,-107.75,50.6,1969,NaN,NaN
2383,-107.75,50.6,1970,NaN,NaN
2384,-107.75,50.6,1970,NaN,NaN
2384,-107.75,50.6,1971,NaN,NaN
2438,-83.43,35.08,1994,NaN,NaN
2438,-83.43,35.08,1995,NaN,NaN
2438,-83.43,35.08,1996,NaN,NaN
2439,-83.43,35.08,1994,NaN,NaN
2439,-83.43,35.08,1995,NaN,NaN
2439,-83.43,35.08,1996,NaN,NaN
2440,-83.93,35.35,1994,NaN,NaN
2440,-83.93,35.35,1995,NaN,NaN
2440,-83.93,35.35,1996,NaN,NaN
2441,101.27,21.93,2002,NaN,NaN
2441,101.27,21.93,2003,NaN,1.8565
2442,101.27,21.93,2003,NaN,1.8565
2442,101.27,21.93,2004,NaN,1.7393
2443,128.47,42.4,2002,NaN,NaN
2444,112.53,23.17,2002,NaN,NaN
2444,112.53,23.17,2003,NaN,1.3371
2444,112.53,23.17,2004,NaN,1.2065
2445,112.53,23.17,2002,NaN,NaN
2445,112.53,23.17,2003,NaN,1.3371
2445,112.53,23.17,2004,NaN,1.2065
2446,112.53,23.17,2002,NaN,NaN
2446,112.53,23.17,2003,NaN,1.3371
2446,112.53,23.17,2004,NaN,1.2065
2462,-84.29,35.99,1970,NaN,NaN
2462,-84.29,35.99,1971,NaN,NaN
2471,28.67,66.37,1969,NaN,NaN
2471,28.67,66.37,1970,NaN,NaN
2471,28.67,66.37,1971,NaN,NaN
2478,-122.4,38.4,2002,NaN,NaN
2478,-122.4,38.4,2003,NaN,0.78159
2479,19.45,64.12,2001,NaN,NaN
2479,19.45,64.12,2002,NaN,NaN
2483,19.45,64.12,2002,NaN,NaN
2483,19.45,64.12,2003,NaN,0.16594
2490,-93.5,42.18,2001,NaN,NaN
2491,-93.5,42.18,2001,NaN,NaN
2492,-93.5,42.18,2001,NaN,NaN
2493,-93.5,42.18,2001,NaN,NaN
2494,143.1,43.67,1999,NaN,NaN
2494,143.1,43.67,2000,NaN,NaN
2497,141.38,42.98,1998,NaN,NaN
2498,141.38,42.98,1998,NaN,NaN
2499,141.38,42.98,1998,NaN,NaN
2499,141.38,42.98,1999,NaN,NaN
2500,140.9,39.98,2000,NaN,NaN
2503,140.58,36.93,1995,NaN,NaN
2503,140.58,36.93,1996,NaN,NaN
2503,140.58,36.93,1997,NaN,NaN
2503,140.58,36.93,1998,NaN,NaN
2503,140.58,36.93,1999,NaN,NaN
2503,140.58,36.93,2000,NaN,NaN
2503,140.58,36.93,2001,NaN,NaN
2503,140.58,36.93,2002,NaN,NaN
2504,140.58,36.93,1995,NaN,NaN
2504,140.58,36.93,1996,NaN,NaN
2504,140.58,36.93,1997,NaN,NaN
2505,140.58,36.93,1998,NaN,NaN
2505,140.58,36.93,1999,NaN,NaN
2505,140.58,36.93,2000,NaN,NaN
2505,140.58,36.93,2001,NaN,NaN
2505,140.58,36.93,2002,NaN,NaN
2507,140.58,36.58,1997,NaN,NaN
2508,140.15,36.3,1997,NaN,NaN
2508,140.15,36.3,1998,NaN,NaN
2508,140.15,36.3,1999,NaN,NaN
2508,140.15,36.3,2000,NaN,NaN
2508,140.15,36.3,2001,NaN,NaN
2508,140.15,36.3,2002,NaN,NaN
2513,138.65,35.85,1999,NaN,NaN
2513,138.65,35.85,2000,NaN,NaN
2517,132.72,34.4,2000,NaN,NaN
2517,132.72,34.4,2001,NaN,NaN
2519,127.98,26.52,1999,NaN,NaN
2519,127.98,26.52,2000,NaN,NaN
2519,127.98,26.52,2001,NaN,NaN
2521,116.52,43.92,2000,NaN,NaN
2521,116.52,43.92,2001,NaN,NaN
2521,116.52,43.92,2002,NaN,NaN
2523,-84.1,36,1966,NaN,NaN
2523,-84.1,36,1967,NaN,NaN
2560,30.97,62.8,1989,NaN,NaN
2560,30.97,62.8,1990,NaN,NaN
2562,24.3,61.78,1989,NaN,NaN
2562,24.3,61.78,1990,NaN,NaN
2564,24.3,61.78,1989,NaN,NaN
2564,24.3,61.78,1990,NaN,NaN
2566,24.3,61.78,1989,NaN,NaN
2566,24.3,61.78,1990,NaN,NaN
2583,142.49,42.43,1998,NaN,NaN
2583,142.49,42.43,1999,NaN,NaN
2616,128.47,42.4,2001,NaN,NaN
2616,128.47,42.4,2002,NaN,NaN
2629,128.47,42.4,2003,NaN,0.77712
2637,-104.72,40.83,1998,NaN,NaN
2637,-104.72,40.83,1999,NaN,NaN
2638,-104.72,40.83,1999,NaN,NaN
2638,-104.72,40.83,2000,NaN,NaN
2639,133.52,47.58,2000,NaN,NaN
2639,133.52,47.58,2001,NaN,NaN
2640,116.55,43.54,2000,NaN,NaN
2640,116.55,43.54,2001,NaN,NaN
2641,116.55,43.54,2001,NaN,NaN
2641,116.55,43.54,2002,NaN,NaN
2642,-84.28,35.96,1995,NaN,NaN
2642,-84.28,35.96,1996,NaN,NaN
2643,-83.46,35.68,1995,NaN,NaN
2643,-83.46,35.68,1996,NaN,NaN
2644,-83.47,35.68,1995,NaN,NaN
2644,-83.47,35.68,1996,NaN,NaN
2645,-83.45,35.61,1995,NaN,NaN
2645,-83.45,35.61,1996,NaN,NaN
2646,-83.45,35.61,1995,NaN,NaN
2646,-83.45,35.61,1996,NaN,NaN
2653,11.66,48.41,2002,NaN,NaN
2653,11.66,48.41,2003,NaN,1.025
2654,11.66,48.41,2002,NaN,NaN
2654,11.66,48.41,2003,NaN,1.025
2677,-65.83,18.3,1996,NaN,NaN
2677,-65.83,18.3,1997,NaN,NaN
2678,-65.83,18.3,1996,NaN,NaN
2678,-65.83,18.3,1997,NaN,NaN
2679,-65.83,18.3,1996,NaN,NaN
2679,-65.83,18.3,1997,NaN,NaN
2680,-65.83,18.3,1996,NaN,NaN
2680,-65.83,18.3,1997,NaN,NaN
2681,-65.83,18.3,1996,NaN,NaN
2681,-65.83,18.3,1997,NaN,NaN
2682,-65.83,18.3,1996,NaN,NaN
2682,-65.83,18.3,1997,NaN,NaN
2683,-65.83,18.3,1996,NaN,NaN
2683,-65.83,18.3,1997,NaN,NaN
2684,-65.83,18.3,1996,NaN,NaN
2684,-65.83,18.3,1997,NaN,NaN
2685,-65.83,18.3,1996,NaN,NaN
2685,-65.83,18.3,1997,NaN,NaN
2686,-65.83,18.3,1996,NaN,NaN
2686,-65.83,18.3,1997,NaN,NaN
2688,-105.55,40.03,2003,NaN,0.36068
2689,-105.55,40.03,2003,NaN,0.36068
2690,-105.55,40.03,2003,NaN,0.36068
2698,4.52,51.31,2000,NaN,NaN
2698,4.52,51.31,2001,NaN,NaN
2711,-78.58,45.22,2002,NaN,NaN
2711,-78.58,45.22,2003,NaN,0.94765
2712,-78.58,45.22,2002,NaN,NaN
2712,-78.58,45.22,2003,NaN,0.94765
2713,-78.58,45.22,2002,NaN,NaN
2713,-78.58,45.22,2003,NaN,0.94765
2714,-78.58,45.22,2002,NaN,NaN
2714,-78.58,45.22,2003,NaN,0.94765
2715,-78.58,45.22,2002,NaN,NaN
2715,-78.58,45.22,2003,NaN,0.94765
2716,-78.58,45.22,2002,NaN,NaN
2716,-78.58,45.22,2003,NaN,0.94765
2717,-78.58,45.22,2002,NaN,NaN
2717,-78.58,45.22,2003,NaN,0.94765
2718,-78.58,45.22,2002,NaN,NaN
2718,-78.58,45.22,2003,NaN,0.94765
2719,-78.58,45.22,2002,NaN,NaN
2719,-78.58,45.22,2003,NaN,0.94765
2729,135.79,35.02,2001,NaN,NaN
2729,135.79,35.02,2002,NaN,NaN
2729,135.79,35.02,2003,NaN,0.82925
2730,135.17,35.63,2001,NaN,NaN
2730,135.17,35.63,2002,NaN,NaN
2730,135.17,35.63,2003,NaN,0.82925
2731,135.18,35.62,2001,NaN,NaN
2731,135.18,35.62,2002,NaN,NaN
2731,135.18,35.62,2003,NaN,0.82925
2732,135.18,35.62,2001,NaN,NaN
2732,135.18,35.62,2002,NaN,NaN
2732,135.18,35.62,2003,NaN,0.82925
2733,138.47,35.96,2001,NaN,NaN
2733,138.47,35.96,2002,NaN,NaN
2733,138.47,35.96,2003,NaN,0.49574
2736,-51.46,-1.72,2001,NaN,NaN
2736,-51.46,-1.72,2002,NaN,NaN
2737,-51.46,-1.72,2001,NaN,NaN
2737,-51.46,-1.72,2002,NaN,NaN
2738,112.54,23.18,2003,NaN,1.3371
2739,112.54,23.18,2003,NaN,1.3371
2740,112.54,23.18,2003,NaN,1.3371
2742,103.87,31.7,2004,NaN,0.55533
2744,-96.53,39.14,1998,NaN,NaN
2744,-96.53,39.14,1999,NaN,NaN
2744,-96.53,39.14,2000,NaN,NaN
2746,-7.25,52.95,2002,NaN,NaN
2746,-7.25,52.95,2003,NaN,1.3471
2747,-7.25,52.95,2002,NaN,NaN
2747,-7.25,52.95,2003,NaN,1.3471
2748,-7.25,52.95,2002,NaN,NaN
2748,-7.25,52.95,2003,NaN,1.3471
2749,-7.25,52.95,2002,NaN,NaN
2749,-7.25,52.95,2003,NaN,1.3471
2750,-87.75,45.78,1996,NaN,NaN
2750,-87.75,45.78,1997,NaN,NaN
2758,127.83,37.81,2000,NaN,NaN
2758,127.83,37.81,2001,NaN,NaN
2759,127.83,37.81,2000,NaN,NaN
2759,127.83,37.81,2001,NaN,NaN
2760,127.83,37.81,2000,NaN,NaN
2760,127.83,37.81,2001,NaN,NaN
2766,-83.98,10.43,1998,NaN,NaN
2767,-83.98,10.43,1999,NaN,NaN
2768,-83.98,10.43,2000,NaN,NaN
2769,-83.98,10.43,2001,NaN,NaN
2770,-83.98,10.43,2002,NaN,NaN
2771,-105.55,40.03,2001,NaN,NaN
2771,-105.55,40.03,2002,NaN,NaN
2772,-105.55,40.03,2002,NaN,NaN
2772,-105.55,40.03,2003,NaN,0.36068
2773,112.53,23.17,2002,NaN,NaN
2773,112.53,23.17,2003,NaN,1.3371
2773,112.53,23.17,2004,NaN,1.2065
2774,112.53,23.17,2002,NaN,NaN
2774,112.53,23.17,2003,NaN,1.3371
2774,112.53,23.17,2004,NaN,1.2065
2775,112.53,23.17,2002,NaN,NaN
2775,112.53,23.17,2003,NaN,1.3371
2775,112.53,23.17,2004,NaN,1.2065
2788,-106.33,41.33,1990,NaN,NaN
2788,-106.33,41.33,1991,NaN,NaN
2789,-106.33,41.33,1991,NaN,NaN
2789,-106.33,41.33,1992,NaN,NaN
2790,-106.33,41.33,1990,NaN,NaN
2790,-106.33,41.33,1991,NaN,NaN
2791,-106.33,41.33,1991,NaN,NaN
2791,-106.33,41.33,1992,NaN,NaN
2792,-106.33,41.33,1990,NaN,NaN
2792,-106.33,41.33,1991,NaN,NaN
2793,-106.33,41.33,1991,NaN,NaN
2793,-106.33,41.33,1992,NaN,NaN
2794,-106.33,41.33,1990,NaN,NaN
2794,-106.33,41.33,1991,NaN,NaN
2795,-106.33,41.33,1991,NaN,NaN
2795,-106.33,41.33,1992,NaN,NaN
2796,127.54,45.41,2005,NaN,0.81982
2796,127.54,45.41,2006,NaN,0.74482
2800,37.1,54.13,2003,NaN,0.70972
2800,37.1,54.13,2004,NaN,0.79312
2801,37.1,54.13,2003,NaN,0.70972
2801,37.1,54.13,2004,NaN,0.79312
2802,37.1,54.13,2003,NaN,0.70972
2802,37.1,54.13,2004,NaN,0.79312
2803,37.1,54.13,2003,NaN,0.70972
2803,37.1,54.13,2004,NaN,0.79312
2804,116.52,43.92,2001,NaN,NaN
2804,116.52,43.92,2002,NaN,NaN
2804,116.52,43.92,2003,NaN,0.35576
2804,116.52,43.92,2004,NaN,0.20787
2806,112.9,22.68,2004,NaN,1.1451
2810,8.75,47.98,2002,NaN,NaN
2810,8.75,47.98,2003,NaN,0.97857
2812,8.75,47.98,2002,NaN,NaN
2812,8.75,47.98,2003,NaN,0.97857
2819,-122.5,37.7,1987,NaN,NaN
2819,-122.5,37.7,1988,NaN,NaN
2820,-122.5,37.7,1987,NaN,NaN
2820,-122.5,37.7,1988,NaN,NaN
2880,128.1,42.4,2002,NaN,NaN
2880,128.1,42.4,2003,NaN,0.77712
2886,-86.42,39.32,1998,NaN,NaN
2886,-86.42,39.32,1999,NaN,NaN
2887,-86.42,39.32,1999,NaN,NaN
2887,-86.42,39.32,2000,NaN,NaN
2888,-86.42,39.32,2000,NaN,NaN
2888,-86.42,39.32,2001,NaN,NaN
2889,-86.42,39.32,2001,NaN,NaN
2889,-86.42,39.32,2002,NaN,NaN
2890,-86.42,39.32,1998,NaN,NaN
2890,-86.42,39.32,1999,NaN,NaN
2891,-86.42,39.32,1999,NaN,NaN
2891,-86.42,39.32,2000,NaN,NaN
2892,-86.42,39.32,2000,NaN,NaN
2892,-86.42,39.32,2001,NaN,NaN
2893,-86.42,39.32,2001,NaN,NaN
2893,-86.42,39.32,2002,NaN,NaN
2894,-86.42,39.32,2001,NaN,NaN
2894,-86.42,39.32,2002,NaN,NaN
2895,-86.42,39.32,2001,NaN,NaN
2895,-86.42,39.32,2002,NaN,NaN
2915,19.42,46.87,2002,NaN,NaN
2915,19.42,46.87,2003,NaN,0.97242
2918,19.42,46.87,2003,NaN,0.97242
2918,19.42,46.87,2004,NaN,1.1636
2921,19.42,46.87,2004,NaN,1.1636
2921,19.42,46.87,2005,NaN,1.0927
2924,19.42,46.87,2005,NaN,1.0927
2924,19.42,46.87,2006,NaN,1.0466
2927,-107.72,50.7,1969,NaN,NaN
2927,-107.72,50.7,1970,NaN,NaN
2946,-76.6,42.52,1992,NaN,NaN
2946,-76.6,42.52,1993,NaN,NaN
2946,-76.6,42.52,1994,NaN,NaN
2946,-76.6,42.52,1995,NaN,NaN
2947,-76.6,42.52,1992,NaN,NaN
2947,-76.6,42.52,1993,NaN,NaN
2947,-76.6,42.52,1994,NaN,NaN
2947,-76.6,42.52,1995,NaN,NaN
2948,-76.6,42.52,1992,NaN,NaN
2948,-76.6,42.52,1993,NaN,NaN
2948,-76.6,42.52,1994,NaN,NaN
2948,-76.6,42.52,1995,NaN,NaN
2949,-76.6,42.52,1992,NaN,NaN
2949,-76.6,42.52,1993,NaN,NaN
2949,-76.6,42.52,1994,NaN,NaN
2949,-76.6,42.52,1995,NaN,NaN
2950,-76.5,42.5,1992,NaN,NaN
2950,-76.5,42.5,1993,NaN,NaN
2950,-76.5,42.5,1994,NaN,NaN
2950,-76.5,42.5,1995,NaN,NaN
2951,-76.5,42.5,1992,NaN,NaN
2951,-76.5,42.5,1993,NaN,NaN
2951,-76.5,42.5,1994,NaN,NaN
2951,-76.5,42.5,1995,NaN,NaN
2952,-76.5,42.5,1992,NaN,NaN
2952,-76.5,42.5,1993,NaN,NaN
2952,-76.5,42.5,1994,NaN,NaN
2952,-76.5,42.5,1995,NaN,NaN
2953,-76.5,42.5,1992,NaN,NaN
2953,-76.5,42.5,1993,NaN,NaN
2953,-76.5,42.5,1994,NaN,NaN
2953,-76.5,42.5,1995,NaN,NaN
2956,-104.9,41.18,1994,NaN,NaN
2956,-104.9,41.18,1995,NaN,NaN
2959,-104.9,41.18,1995,NaN,NaN
2959,-104.9,41.18,1996,NaN,NaN
2962,-104.9,41.18,1996,NaN,NaN
2962,-104.9,41.18,1997,NaN,NaN
2963,37.1,54.13,1992,NaN,NaN
2964,37.1,54.13,1992,NaN,NaN
2966,37.1,54.13,1992,NaN,NaN
2967,37.1,54.13,1992,NaN,NaN
2969,-90.58,29.75,1980,NaN,NaN
2970,-90.33,29.58,1980,NaN,NaN
2971,-90.08,29.25,1980,NaN,NaN
2979,116.78,43.55,2001,NaN,NaN
2979,116.78,43.55,2002,NaN,NaN
2980,115.91,44.09,2001,NaN,NaN
2980,115.91,44.09,2002,NaN,NaN
2981,116.78,43.55,2002,NaN,NaN
2981,116.78,43.55,2003,NaN,0.35576
2982,115.91,44.09,2002,NaN,NaN
2982,115.91,44.09,2003,NaN,0.26118
2983,116.78,43.55,2003,NaN,0.35576
2983,116.78,43.55,2004,NaN,0.20787
2984,115.91,44.09,2003,NaN,0.26118
2984,115.91,44.09,2004,NaN,0.10595
2985,161,69,1989,NaN,NaN
2985,161,69,1990,NaN,NaN
2985,161,69,1991,NaN,NaN
2985,161,69,1992,NaN,NaN
2997,128.1,42.4,2002,NaN,NaN
2997,128.1,42.4,2003,NaN,0.77712
2997,128.1,42.4,2004,NaN,0.80045
