FLUXNET_SITE_ID,Record_number,IGBP,Year,NEE_VUT_REF_NIGHT,TA_F,P_F,NEE_VUT_REF_QC,GPP_DT_VUT_REF,gpp_fluxnet,RECO_DT_VUT_REF,RECO_NT_VUT_REF,LOCATION_LAT,LOCATION_LONG,LOCATION_ELEV,mat_fluxnet,map_fluxnet,GOME2_SIF,SCIA_SIF,Study_midyear,Site_name,YearsOfData,Longitude,Latitude,Biome,Ecosystem_type,Ecosystem_state,Leaf_habit,Stage,mat_srdb,map_srdb,Study_temp,Study_precip,Partition_method,Rs_annual,Rh_annual,Ra_annual,gpp_srdb,ER,FLUXNET_DIST,FLUXNET_ECOSYSTEM_MATCH,tmp_hadcrut4,mat_hadcrut4,tmp_trend,tmp_trend_p,pre_hadcrut4,map_hadcrut4,pre_trend,pre_trend_p,pet,pet_norm,pet_trend,pet_trend_p,gpp_beer,gpp_modis,SOC,gpp_isimip,sm,sm_norm,sm_sd,sm_sd_norm
CN-Din,3559,NA,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NaN,0.9617399999999999,2006,Ailao Mountains Nature Preserve,1,101.0166667,24.53333333,Subtropical,Forest,Natural,Evergreen,Mature,11.3,1840,NA,NA,Comparison,822,550.74,271.26,NA,NA,1181.1822706240462,FALSE,17.76666666666667,16.695555555555558,0.05968671679198127,3.9581777366545795e-4,1209.8,1091.9866666666667,-3.898496240601524,5.708420400179463,1052.4166666666667,1009.4277777777778,4.349812030075259,0.379458763020881,1467.90829840171,2002.1000000000004,30.14,1746.7608449886598,0.18239999539218843,0.3139888809568624,0.18239999539218843,0.07057036858761287
CN-Qia,3581,ENF,2003.5,511.8709415540399,18.524,1089.8885,0.955491,1806.415,1823.27,1295.88,1231.6599999999999,26.7414,115.0581,NA,NA,NA,NaN,0.9759,2004,Tartarchia Anpu,1,120.8,23.48333333,Temperate,Grassland,Unmanaged,Deciduous,Mature,NA,3e3,NA,NA,NA,530,NA,NA,NA,NA,682.2996684894954,FALSE,16.900000000000002,16.948055555555555,-0.003013784461152566,0.7904100433438642,1822,2074.3633333333332,17.63293233082723,3.852074454141712,976.3750000000001,884.7194444444444,3.3961466165413507,1.1670691473509036,2716.512385148917,2366.6000000000004,19.11,2609.4654039320985,0.29649999250978,0.30008147390078566,0.03529999910824699,0.0380592582978015
CN-Qia,3582,ENF,2003.5,511.8709415540399,18.524,1089.8885,0.955491,1806.415,1823.27,1295.88,1231.6599999999999,26.7414,115.0581,NA,NA,NA,NaN,0.9759,2004,Tartarchia Anpu,1,120.8,23.48333333,Temperate,Forest,Unmanaged,Evergreen,Mature,NA,3e3,NA,NA,NA,341,NA,NA,NA,NA,682.2996684894954,TRUE,16.900000000000002,16.948055555555555,-0.003013784461152566,0.7904100433438642,1822,2074.3633333333332,17.63293233082723,3.852074454141712,976.3750000000001,884.7194444444444,3.3961466165413507,1.1670691473509036,2716.512385148917,2366.6000000000004,19.11,2609.4654039320985,0.29649999250978,0.30008147390078566,0.03529999910824699,0.0380592582978015
BE-Bra,3583,MF,2003,NA,10.9598,832.2562,NA,NA,NA,NA,NA,51.3092,4.5206,16,9.8,750,NaN,0.8919433333333333,2003.5,Clocaenog,4,-3.466666667,53.05,Temperate,Shrubland,Natural,Deciduous,Mature,8.2,NA,NA,1741,NA,580,NA,NA,NA,NA,577.762180324653,FALSE,9.222916666666666,8.379444444444445,0.026140350877193023,0.18310866000551268,970.25,973.0000000000001,3.6861654135334527,6.251827038820055,508.71875,496.9069444444445,-0.5854636591478922,206.00299618020728,1675.197874377865,1533.4,55.968,1160.285422076029,0.25839999347226694,0.2591036971581936,0.027924999294555164,0.03163703623781826
DK-Fou,3584,CRO,2005,465.92776060221604,8.192,643.321,0.657534,1043.38,1081.25,948.195,1063.62,56.4842,9.5872,51,8,NA,NaN,0.5389066666666666,2003.5,Mols,4,10.95,56.38333333,Temperate,Shrubland,Natural,Deciduous,Aggrading,9,NA,NA,644,NA,520,NA,NA,NA,NA,84.55437507417614,FALSE,8.5,7.686666666666667,0.05132832080200637,0.10075226562805736,591.275,562.87,4.164736842105203,3.13568104759042,590.0833333333334,536.8541666666667,4.603665413533924,15.238121378760875,1232.0270509040693,NA,NaN,1168.5414051639696,NaN,NaN,NaN,NaN
DK-Fou,3584,NA,2002.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NaN,0.5389066666666666,2003.5,Mols,4,10.95,56.38333333,Temperate,Shrubland,Natural,Deciduous,Aggrading,9,NA,NA,644,NA,520,NA,NA,NA,NA,84.55437507417614,FALSE,8.5,7.686666666666667,0.05132832080200637,0.10075226562805736,591.275,562.87,4.164736842105203,3.13568104759042,590.0833333333334,536.8541666666667,4.603665413533924,15.238121378760875,1232.0270509040693,NA,NaN,1168.5414051639696,NaN,NaN,NaN,NaN
NL-Loo,3585,ENF,2003,468.41901005090733,10.133799999999999,918.4344,0.9719402,1793.546,1661.332,1477.04,1232.228,52.1666,5.7436,25,9.8,786,NaN,1.0583333333333333,2003.5,Oldebroek,4,5.92,52.4,Temperate,Shrubland,Natural,Deciduous,Aggrading,10.1,NA,NA,940,NA,320,NA,NA,NA,NA,28.600714724944126,FALSE,10.179166666666667,9.265833333333333,0.030745614035087236,0.2476455692528065,784.3499999999999,770.9866666666667,1.554360902255325,9.251862395265093,649.3958333333334,583.3916666666667,4.759179197995111,1.1751766237176218,1609.117688878392,1340.7500000000002,37.94,1265.0746306241745,0.20304999487052555,0.21688666118764863,0.03772499904698634,0.040546665642371714
CZ-BK1,3586,ENF,2004.5,276.51179729763,6.686,1560.32,0.6715515000000001,1927.395,1471.65,1005.3615,701.095,49.5021,18.5369,875,6.7,1316,NaN,1.0762399999999999,2003.5,Kiskun Sag,4,19.38333333,46.88333333,Temperate,Shrubland,Natural,Deciduous,Mature,10.8,NA,NA,509,NA,151,NA,NA,NA,NA,297.9548362026061,FALSE,10.854166666666668,10.446111111111112,0.046347117794485755,0.11741567252183904,561.7750000000001,511.61000000000007,6.928872180451431,1.7166557243218916,783.2291666666667,751.5958333333333,1.600877192982361,182.91753623712503,931.5864344618951,960.2750000000001,13.122,920.9053925247446,0.1894749952134589,0.20610999479322345,0.05632499857711082,0.0697633315709633
CZ-BK1,3586,NA,2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NaN,1.0762399999999999,2003.5,Kiskun Sag,4,19.38333333,46.88333333,Temperate,Shrubland,Natural,Deciduous,Mature,10.8,NA,NA,509,NA,151,NA,NA,NA,NA,297.9548362026061,FALSE,10.854166666666668,10.446111111111112,0.046347117794485755,0.11741567252183904,561.7750000000001,511.61000000000007,6.928872180451431,1.7166557243218916,783.2291666666667,751.5958333333333,1.600877192982361,182.91753623712503,931.5864344618951,960.2750000000001,13.122,920.9053925247446,0.1894749952134589,0.20610999479322345,0.05632499857711082,0.0697633315709633
FR-Pue,3587,EBF,2003,474.63203343752787,13.5566,965.225,0.9348976,1377.094,1344.946,1155.604,1127.612,43.7414,3.5958,270,13.5,883,NaN,0.60926,2003.5,Garraf,4,1.816666667,41.3,Temperate,Shrubland,Natural,Deciduous,Aggrading,15.6,NA,NA,580,NA,440,NA,NA,NA,NA,308.2175141881998,FALSE,15.764583333333334,15.061666666666667,0.029436090225563843,0.11914497903217328,539.45,607.8766666666667,-7.076165413533998,1.6884275324184144,1079.7916666666667,1039.0333333333333,1.8341478696742466,64.59079157438698,1007.2935218580055,NA,17.484,1126.9326778096665,NaN,NaN,NaN,NaN
IT-Noe,3588,CSH,2004.5,453.713496717024,16.0535,584.021,0.762178,1221.7199999999998,1199.425,998.762,965.2919999999999,40.6061,8.1515,28,15.9,588,NaN,0.54411,2003.5,Capo Caccia,4,8.15,40.6,Temperate,Shrubland,Natural,Deciduous,Aggrading,15.6,NA,NA,511,NA,1067,NA,NA,NA,NA,0.6902037302742383,TRUE,16.777083333333334,16.0625,0.026798245614034787,0.10277236713565432,624.0250000000001,587.3066666666667,0.7154887218049361,10.76879962239088,1144.4270833333335,1088.4097222222224,-0.7409774436090767,234.566483203154,1098.4978785959497,NA,17.8920000000038,881.8834972277784,NaN,NaN,NaN,NaN
IT-Noe,3588,NA,2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NaN,0.54411,2003.5,Capo Caccia,4,8.15,40.6,Temperate,Shrubland,Natural,Deciduous,Aggrading,15.6,NA,NA,511,NA,1067,NA,NA,NA,NA,0.6902037302742383,FALSE,16.777083333333334,16.0625,0.026798245614034787,0.10277236713565432,624.0250000000001,587.3066666666667,0.7154887218049361,10.76879962239088,1144.4270833333335,1088.4097222222224,-0.7409774436090767,234.566483203154,1098.4978785959497,NA,17.8920000000038,881.8834972277784,NaN,NaN,NaN,NaN
US-KS2,3589,CSH,2005.5,673.7909511348,21.7215,1060.5825,0.9831905,1789.5749999999998,1771.5149999999999,1323.835,1442.38,28.6086,-80.6715,3,21.66,1294,NA,NA,2006,Savannah River Site,1,-81.66666667,33.38333333,Temperate,Forest,Managed,Evergreen,Aggrading,20,1190,NA,1034,NA,1070,NA,NA,NA,NA,539.4751942643063,FALSE,18.21666666666667,17.7075,-0.001403508771928175,0.9340785364461219,894.5,1173.2966666666666,-17.42052631578967,0.23056649431809856,1247.0833333333335,1214.3347222222221,1.7655388471178577,141.4734583442525,1642.195788313927,1621.9,21.784,1945.364357800458,0.230599994174554,0.2346555496276576,0.039699998997093644,0.042218517451989034
US-KS2,3590,CSH,2006,667.361011176,21.866,1006.062,0.983733,1742.3,1721.48,1287.21,1400.32,28.6086,-80.6715,3,21.66,1294,NA,NA,2007,Savannah River Site,1,-81.66666667,33.38333333,Temperate,Forest,Managed,Evergreen,Aggrading,20,1190,NA,988,NA,880,NA,NA,NA,NA,539.4751942643063,FALSE,18.59166666666667,17.7075,-0.001403508771928175,0.9340785364461219,992.6,1173.2966666666666,-17.42052631578967,0.23056649431809856,1244.0416666666667,1214.3347222222221,1.7655388471178577,141.4734583442525,1655.8832836111037,1646.5,21.784,1721.9425012180043,0.22069999442464905,0.2346555496276576,0.044499998875835445,0.042218517451989034
US-KS2,3590,NA,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,Savannah River Site,1,-81.66666667,33.38333333,Temperate,Forest,Managed,Evergreen,Aggrading,20,1190,NA,988,NA,880,NA,NA,NA,NA,539.4751942643063,FALSE,18.59166666666667,17.7075,-0.001403508771928175,0.9340785364461219,992.6,1173.2966666666666,-17.42052631578967,0.23056649431809856,1244.0416666666667,1214.3347222222221,1.7655388471178577,141.4734583442525,1655.8832836111037,1646.5,21.784,1721.9425012180043,0.22069999442464905,0.2346555496276576,0.044499998875835445,0.042218517451989034
US-KS2,3591,CSH,2005.5,673.7909511348,21.7215,1060.5825,0.9831905,1789.5749999999998,1771.5149999999999,1323.835,1442.38,28.6086,-80.6715,3,21.66,1294,NA,NA,2006.5,Savannah River Site,2,-81.66666667,33.38333333,Temperate,Forest,Managed,Evergreen,Aggrading,20,1190,NA,1034,NA,1e3,NA,NA,NA,NA,539.4751942643063,FALSE,18.40416666666667,17.7075,-0.001403508771928175,0.9340785364461219,943.55,1173.2966666666666,-17.42052631578967,0.23056649431809856,1245.5625,1214.3347222222221,1.7655388471178577,141.4734583442525,1649.0395359625154,1634.2,21.784,1833.653429509231,0.22564999429960153,0.2346555496276576,0.042099998936464544,0.042218517451989034
US-KS2,3591,NA,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006.5,Savannah River Site,2,-81.66666667,33.38333333,Temperate,Forest,Managed,Evergreen,Aggrading,20,1190,NA,1034,NA,1e3,NA,NA,NA,NA,539.4751942643063,FALSE,18.40416666666667,17.7075,-0.001403508771928175,0.9340785364461219,943.55,1173.2966666666666,-17.42052631578967,0.23056649431809856,1245.5625,1214.3347222222221,1.7655388471178577,141.4734583442525,1649.0395359625154,1634.2,21.784,1833.653429509231,0.22564999429960153,0.2346555496276576,0.042099998936464544,0.042218517451989034
US-KS2,3593,CSH,2005.5,673.7909511348,21.7215,1060.5825,0.9831905,1789.5749999999998,1771.5149999999999,1323.835,1442.38,28.6086,-80.6715,3,21.66,1294,NA,NA,2006.5,Savannah River Site,2,-81.66666667,33.38333333,Temperate,Forest,Managed,Evergreen,Aggrading,20,1190,NA,1034,NA,930,NA,NA,NA,NA,539.4751942643063,FALSE,18.40416666666667,17.7075,-0.001403508771928175,0.9340785364461219,943.55,1173.2966666666666,-17.42052631578967,0.23056649431809856,1245.5625,1214.3347222222221,1.7655388471178577,141.4734583442525,1649.0395359625154,1634.2,21.784,1833.653429509231,0.22564999429960153,0.2346555496276576,0.042099998936464544,0.042218517451989034
US-KS2,3593,NA,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006.5,Savannah River Site,2,-81.66666667,33.38333333,Temperate,Forest,Managed,Evergreen,Aggrading,20,1190,NA,1034,NA,930,NA,NA,NA,NA,539.4751942643063,FALSE,18.40416666666667,17.7075,-0.001403508771928175,0.9340785364461219,943.55,1173.2966666666666,-17.42052631578967,0.23056649431809856,1245.5625,1214.3347222222221,1.7655388471178577,141.4734583442525,1649.0395359625154,1634.2,21.784,1833.653429509231,0.22564999429960153,0.2346555496276576,0.042099998936464544,0.042218517451989034
DE-SfN,3596,NA,2006.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,Helmholtz Zentrum Munchen,1,11.59666667,48.22333333,Temperate,Agriculture,Managed,Deciduous,Aggrading,NA,NA,NA,NA,NA,240,NA,NA,NA,NA,50.51349351919942,FALSE,9.066666666666666,8.279166666666667,0.018283208020049097,0.4998991637184196,695.3000000000001,793.0000000000001,-3.0240601503759477,4.565221114074397,638.7500000000001,636.8236111111112,-0.2515664160401673,318.8587254671576,1270.8083042678454,NA,15.147,1225.1505714049636,0.2667999932600651,0.28584814092701655,0.037599999050144106,0.02796666596016924
CN-Dan,3611,NA,1999.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NaN,NaN,2e3,Wudaoliang,1,93.08333333,35.21666667,Boreal,Grassland,Natural,Deciduous,Mature,-5.6,300,NA,NA,NA,79.97,NA,NA,NA,NA,557.6258145888827,FALSE,-5.508333333333334,-5.446111111111112,0.07182330827067905,9.447211236800844e-4,146,150.58,2.82323308270688,0.20489289545475237,599.2083333333334,632.0583333333334,1.731234335839691,15.413345234295706,31.02499848228746,39.8,34.858,227.94607071760078,0.18119999542250298,0.20178845644085625,0.020699999477074016,0.03640384523420765
CN-Dan,3612,NA,2000.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NaN,NaN,2001,Wudaoliang,1,93.08333333,35.21666667,Boreal,Grassland,Natural,Deciduous,Mature,-5.6,300,NA,NA,NA,79.24,NA,NA,NA,NA,557.6258145888827,FALSE,-4.775,-5.446111111111112,0.07182330827067905,9.447211236800844e-4,167.4,150.58,2.82323308270688,0.20489289545475237,580.9583333333334,632.0583333333334,1.731234335839691,15.413345234295706,22.508333153314908,39.7,34.858,199.61811979484665,0.18389999535429524,0.20178845644085625,0.03489999911835184,0.03640384523420765
ZM-Mon,3625,DBF,2006,NA,22.374,555.178,NA,NA,NA,NA,NA,-15.4378,23.2528,1053,25,945,NA,NA,2006.5,Ruhande Arboretum,1.75,29.73333333,-2.6,Tropical,Forest,Managed,Evergreen,Mature,NA,1246,NA,NA,NA,1483,NA,NA,NA,NA,1594.8034580984431,FALSE,20.400000000000002,19.35638888888889,0.06770676691729433,2.9352103686827134e-6,1454.1142857142859,1285.95,3.7346616541353947,6.852506366606666,1072.404761904762,1038.627777777778,2.3532894736842853,0.47333486334977526,1710.9809152202615,1538.3428571428572,16.77,1778.9044584649441,0.27264999311228166,0.2752592523056255,0.08289999790576985,0.08304444234656533
ZM-Mon,3626,DBF,2006,NA,22.374,555.178,NA,NA,NA,NA,NA,-15.4378,23.2528,1053,25,945,NA,NA,2006.5,Ruhande Arboretum,1.75,29.73333333,-2.6,Tropical,Forest,Managed,Evergreen,Mature,NA,1246,NA,NA,NA,1404,NA,NA,NA,NA,1594.8034580984431,FALSE,20.400000000000002,19.35638888888889,0.06770676691729433,2.9352103686827134e-6,1454.1142857142859,1285.95,3.7346616541353947,6.852506366606666,1072.404761904762,1038.627777777778,2.3532894736842853,0.47333486334977526,1710.9809152202615,1538.3428571428572,16.77,1778.9044584649441,0.27264999311228166,0.2752592523056255,0.08289999790576985,0.08304444234656533
ZM-Mon,3627,DBF,2006,NA,22.374,555.178,NA,NA,NA,NA,NA,-15.4378,23.2528,1053,25,945,NA,NA,2006.5,Ruhande Arboretum,1.75,29.73333333,-2.6,Tropical,Forest,Managed,Evergreen,Mature,NA,1246,NA,NA,NA,1184,NA,NA,NA,NA,1594.8034580984431,FALSE,20.400000000000002,19.35638888888889,0.06770676691729433,2.9352103686827134e-6,1454.1142857142859,1285.95,3.7346616541353947,6.852506366606666,1072.404761904762,1038.627777777778,2.3532894736842853,0.47333486334977526,1710.9809152202615,1538.3428571428572,16.77,1778.9044584649441,0.27264999311228166,0.2752592523056255,0.08289999790576985,0.08304444234656533
ZM-Mon,3628,DBF,2006,NA,22.374,555.178,NA,NA,NA,NA,NA,-15.4378,23.2528,1053,25,945,NA,NA,2006.5,Ruhande Arboretum,1.75,29.73333333,-2.6,Tropical,Forest,Managed,Evergreen,Mature,NA,1246,NA,NA,NA,1350,NA,NA,NA,NA,1594.8034580984431,FALSE,20.400000000000002,19.35638888888889,0.06770676691729433,2.9352103686827134e-6,1454.1142857142859,1285.95,3.7346616541353947,6.852506366606666,1072.404761904762,1038.627777777778,2.3532894736842853,0.47333486334977526,1710.9809152202615,1538.3428571428572,16.77,1778.9044584649441,0.27264999311228166,0.2752592523056255,0.08289999790576985,0.08304444234656533
DE-Geb,3638,CRO,2005.5,370.607187385692,9.748000000000001,476.25,0.967723,1355.705,1352.6950000000002,950.4749999999999,998.9169999999999,51.1001,10.9143,161.5,8.5,470,NaN,1.008835,2006,Coulissenhieb II,1.5,11.86666667,50.13333333,Temperate,Forest,Natural,Evergreen,Mature,5.3,1160,NA,NA,NA,620,NA,NA,NA,NA,126.80489615346043,FALSE,10.594444444444445,7.075277777777778,0.021422305764410704,0.45238160485258283,832.2666666666667,648.51,6.096842105263052,1.628091591079474,817.1944444444445,605.7986111111112,1.084022556391015,189.1021107897773,1523.469435117164,1464.3333333333335,67.34,1284.7564755280155,0.2706999931615428,0.26941033802170844,0.05064999872047338,0.0431103437385273
DE-Geb,3640,CRO,2005.5,370.607187385692,9.748000000000001,476.25,0.967723,1355.705,1352.6950000000002,950.4749999999999,998.9169999999999,51.1001,10.9143,161.5,8.5,470,NaN,1.008835,2006,Coulissenhieb II,1,11.86666667,50.13333333,Temperate,Forest,Natural,Evergreen,Mature,5.3,1160,NA,868,Isotope,670,NA,NA,NA,NA,126.80489615346043,FALSE,10.108333333333334,7.075277777777778,0.021422305764410704,0.45238160485258283,664.9000000000001,648.51,6.096842105263052,1.628091591079474,748.2500000000001,605.7986111111112,1.084022556391015,189.1021107897773,1367.5333122709076,1288,67.34,1230.0560581552886,0.28009999292407883,0.26941033802170844,0.056199998580268584,0.0431103437385273
DE-Geb,3642,CRO,2006.5,319.005348003,10.181000000000001,561.05,0.936016,1218.6354999999999,1208.5125,839.299,854.9075,51.1001,10.9143,161.5,8.5,470,1.2657,1.0169350000000001,2007,Coulissenhieb II,1,11.86666667,50.13333333,Temperate,Forest,Natural,Evergreen,Mature,5.3,1160,NA,1152,Isotope,700,NA,NA,NA,NA,126.80489615346043,FALSE,8.1,7.075277777777778,0.021422305764410704,0.45238160485258283,868.9,648.51,6.096842105263052,1.628091591079474,635.7083333333334,605.7986111111112,1.084022556391015,189.1021107897773,1237.0458178132537,1189.5,67.34,1339.4568929007423,0.2612999933990068,0.26941033802170844,0.04509999886067817,0.0431103437385273
DE-Geb,3644,CRO,2007.5,328.27812837523237,10.2105,585.55,0.9422885000000001,1103.0755,1110.2925,870.2860000000001,909.0070000000001,51.1001,10.9143,161.5,8.5,470,1.2237,1.04315,2008,Coulissenhieb II,1,11.86666667,50.13333333,Temperate,Forest,Natural,Evergreen,Mature,5.3,1160,NA,924,Isotope,670,NA,NA,NA,NA,126.80489615346043,FALSE,7.933333333333334,7.075277777777778,0.021422305764410704,0.45238160485258283,696.9000000000001,648.51,6.096842105263052,1.628091591079474,657,605.7986111111112,1.084022556391015,189.1021107897773,1210.2791699390991,1200,67.34,1223.4096871946563,0.2596999934394262,0.26941033802170844,0.04099999896425288,0.0431103437385273
IT-BCi,3651,CRO,2005,544.3520622762239,15.782,1424.051,0.925457,1721.22,1764.02,1597.59,1429.56,40.5238,14.9574,20,18,600,NA,NA,2005.5,NA,1,14.96666667,37.46666667,Temperate,Forest,Managed,Deciduous,Aggrading,NA,750,NA,NA,NA,590,NA,NA,NA,NA,340.03458879136394,FALSE,17.408333333333335,16.665277777777778,0.02080827067669126,0.08825849389653785,559,534.9333333333334,1.5831578947369367,8.39722023371501,1183.2083333333333,1106.051388888889,-0.7752819548872751,199.70762888526394,946.8708124771298,2046,7.77,984.6838423070326,0.2201999944372801,0.215866661213416,0.06589999833522597,0.0710966648706138
IT-BCi,3652,CRO,2005,544.3520622762239,15.782,1424.051,0.925457,1721.22,1764.02,1597.59,1429.56,40.5238,14.9574,20,18,600,NA,NA,2005.5,NA,1,14.96666667,37.46666667,Temperate,Forest,Managed,Deciduous,Aggrading,NA,750,NA,NA,NA,420,NA,NA,NA,NA,340.03458879136394,FALSE,17.408333333333335,16.665277777777778,0.02080827067669126,0.08825849389653785,559,534.9333333333334,1.5831578947369367,8.39722023371501,1183.2083333333333,1106.051388888889,-0.7752819548872751,199.70762888526394,946.8708124771298,2046,7.77,984.6838423070326,0.2201999944372801,0.215866661213416,0.06589999833522597,0.0710966648706138
FI-Hyy,3658,ENF,2001.5,282.27142302192,4.1195,468.1645,0.9121005,1111.26,1077.83,910.5445,883.5274999999999,61.8475,24.295,181,3.8,709,NaN,NaN,2002,SMEAR II,1,24.28333333,61.85,Boreal,Forest,Unmanaged,Evergreen,Mature,NA,NA,4.2,535,NA,602,NA,NA,1084,850,0.6724161210432664,TRUE,2.5166666666666666,3.2436111111111114,0.00973057644110359,0.7065418912234422,447.70000000000005,553.03,-0.4293233082706349,10.411848822417795,489.70833333333337,476.02083333333337,0.6792293233082528,202.81928386600768,892.7291485155142,987.8,114.84,1047.6964342652047,0.23622799413157877,0.23844791066129895,0.05198999870262213,0.04389249888318219
FI-Hyy,3659,ENF,2002.5,287.53811223264,4.3015,405.2645,0.9280825,1103.2,1066.09,911.428,899.4110000000001,61.8475,24.295,181,3.8,709,NaN,0.43336,2003,SMEAR II,1,24.28333333,61.85,Boreal,Forest,Unmanaged,Evergreen,Mature,NA,NA,4.1,645,NA,634,NA,NA,974,833,0.6724161210432664,TRUE,4.158333333333333,3.2436111111111114,0.00973057644110359,0.7065418912234422,515.6,553.03,-0.4293233082706349,10.411848822417795,486.66666666666674,476.02083333333337,0.6792293233082528,202.81928386600768,952.9541368313852,975.9000000000001,114.84,986.7821854271214,0.246381327283084,0.23844791066129895,0.06090333182945239,0.04389249888318219
FI-Hyy,3660,ENF,2003.5,285.90887379599997,4.230499999999999,497.8215,0.9537455,1073.1950000000002,1028.495,869.197,859.2215000000001,61.8475,24.295,181,3.8,709,NaN,0.41824,2004,SMEAR II,1,24.28333333,61.85,Boreal,Forest,Unmanaged,Evergreen,Mature,NA,NA,4.1,718,NA,619,NA,NA,1068,836,0.6724161210432664,TRUE,3.8583333333333334,3.2436111111111114,0.00973057644110359,0.7065418912234422,636.2,553.03,-0.4293233082706349,10.411848822417795,441.04166666666674,476.02083333333337,0.6792293233082528,202.81928386600768,942.3083281467904,917.5000000000001,114.84,1061.3536979384774,0.24651599379488204,0.23844791066129895,0.04160733234251035,0.04389249888318219
FI-Hyy,3661,ENF,2004.5,304.06549131720004,4.4685,590.8135,0.8587395,1119.63,1097.1750000000002,941.256,918.34,61.8475,24.295,181,3.8,709,NaN,0.42822,2005,SMEAR II,1,24.28333333,61.85,Boreal,Forest,Unmanaged,Evergreen,Mature,NA,NA,4.4,698,NA,637,NA,NA,1073,847,0.6724161210432664,TRUE,3.716666666666667,3.2436111111111114,0.00973057644110359,0.7065418912234422,598.3,553.03,-0.4293233082706349,10.411848822417795,456.25,476.02083333333337,0.6792293233082528,202.81928386600768,997.3624810603042,970.9000000000001,114.84,1070.6909232185176,0.23760732731113388,0.23844791066129895,0.04042933231306914,0.04389249888318219
FI-Hyy,3662,ENF,2005.5,308.59142776293606,4.8475,586.2255,0.844863,1098.08,1098.505,916.0145,939.6985,61.8475,24.295,181,3.8,709,NaN,0.448685,2006,SMEAR II,1,24.28333333,61.85,Boreal,Forest,Unmanaged,Evergreen,Mature,NA,NA,4.9,644,NA,537,NA,NA,1003,801,0.6724161210432664,TRUE,5.308333333333334,3.2436111111111114,0.00973057644110359,0.7065418912234422,514.8000000000001,553.03,-0.4293233082706349,10.411848822417795,532.2916666666667,476.02083333333337,0.6792293233082528,202.81928386600768,997.6666400932642,1018.6000000000001,114.84,991.1588944663007,0.23292566075340274,0.23844791066129895,0.041702665576902026,0.04389249888318219
US-KS2,3691,CSH,2005.5,673.7909511348,21.7215,1060.5825,0.9831905,1789.5749999999998,1771.5149999999999,1323.835,1442.38,28.6086,-80.6715,3,21.66,1294,NaN,1.41125,2006,Barro Colorado National Monument,1,-79.83333333,9.1,Tropical,Forest,Natural,NA,Mature,27.4,2650,NA,NA,NA,1712,NA,NA,NA,NA,2171.638832081741,FALSE,26.525000000000002,25.93416666666667,-0.007869674185463655,0.44924755285700513,3041.2,2938.9400000000005,38.87676691729471,0.11008664475251514,1326.1666666666667,1332.4527777777778,-1.0725877192982471,104.88751617873325,3017.6374497443703,2207.1000000000004,16.404,2748.370808473312,0.30089999239862664,0.3035866589974224,0.052999998661107384,0.047036665478420524
US-KS2,3692,CSH,2005.5,673.7909511348,21.7215,1060.5825,0.9831905,1789.5749999999998,1771.5149999999999,1323.835,1442.38,28.6086,-80.6715,3,21.66,1294,NaN,1.7629000000000001,2006,Fortuna Forest Reserve,1,-82.25,8.75,Tropical,Forest,Natural,NA,Mature,20.1,5532,NA,NA,NA,993,NA,NA,NA,NA,2214.967584600452,FALSE,22.741666666666667,22.09,-0.021948621553885182,0.10385961272836718,2688.8,3158.8866666666663,17.46924812030236,4.464946104293373,1259.25,1225.7916666666667,0.10520050125312225,330.77602522594447,3050.183272932827,2006.7000000000003,30,2528.286500455734,0.2426999938688823,0.2409099939141015,0.06839999827207066,0.06312999840520206
US-KS2,3695,CSH,2006,667.361011176,21.866,1006.062,0.983733,1742.3,1721.48,1287.21,1400.32,28.6086,-80.6715,3,21.66,1294,1.5452,1.2699500000000001,2007,Barro Colorado National Monument,1,-79.83333333,9.1,Tropical,Forest,Natural,NA,Mature,27.4,2650,NA,NA,NA,1563,NA,NA,NA,NA,2171.638832081741,FALSE,26.066666666666666,25.93416666666667,-0.007869674185463655,0.44924755285700513,3479.5000000000005,2938.9400000000005,38.87676691729471,0.11008664475251514,1329.2083333333333,1332.4527777777778,-1.0725877192982471,104.88751617873325,3007.295747210037,2207.3,16.404,2614.2096672274747,0.29429999256535666,0.3035866589974224,0.05139999870152678,0.047036665478420524
