Year,NEE_VUT_REF_NIGHT,TA_F,P_F,NEE_VUT_REF_QC,GPP_DT_VUT_REF,GPP_NT_VUT_REF,RECO_DT_VUT_REF,RECO_NT_VUT_REF,SITE_ID,SITE_NAME,LOCATION_LAT,LOCATION_LONG,LOCATION_ELEV,IGBP,MAT,MAP
2003.0,211.1206386967272,-0.894,237.208,0.921632,440.236,409.677,442.047,515.841,CA-NS7,UCI-1998 burn site,56.6358,-99.9483,297.0,OSH,-3.52,483
2004.0,167.519302199784,-3.316,234.298,0.917008,473.773,365.151,444.66,396.645,CA-NS7,UCI-1998 burn site,56.6358,-99.9483,297.0,OSH,-3.52,483
2005.0,216.23502730759196,-0.406,456.228,0.649543,442.757,368.694,429.096,457.293,CA-NS7,UCI-1998 burn site,56.6358,-99.9483,297.0,OSH,-3.52,483
2003.0,226.87246581084,0.017,992.515,0.26718,1224.82,799.023,814.211,499.447,CA-Qfo,"Quebec - Eastern Boreal, Mature Black Spruce",49.6925,-74.3421,382.0,ENF,-0.36,962
2004.0,221.76057282773036,-0.143,939.258,0.843921,618.663,638.926,554.554,611.737,CA-Qfo,"Quebec - Eastern Boreal, Mature Black Spruce",49.6925,-74.3421,382.0,ENF,-0.36,962
2005.0,270.62479274030636,1.512,947.833,0.977568,771.07,686.624,800.271,702.45,CA-Qfo,"Quebec - Eastern Boreal, Mature Black Spruce",49.6925,-74.3421,382.0,ENF,-0.36,962
2006.0,262.483825620456,2.25,856.105,0.969121,758.796,709.474,733.334,703.19,CA-Qfo,"Quebec - Eastern Boreal, Mature Black Spruce",49.6925,-74.3421,382.0,ENF,-0.36,962
2007.0,240.93945007156802,0.4,925.83,0.985331,673.98,621.02,678.385,627.743,CA-Qfo,"Quebec - Eastern Boreal, Mature Black Spruce",49.6925,-74.3421,382.0,ENF,-0.36,962
2008.0,267.25145540832006,0.703,1239.452,0.970401,697.37,672.258,711.084,689.224,CA-Qfo,"Quebec - Eastern Boreal, Mature Black Spruce",49.6925,-74.3421,382.0,ENF,-0.36,962
2009.0,226.438973252136,0.395,655.726,0.972546,612.446,582.92,584.127,586.004,CA-Qfo,"Quebec - Eastern Boreal, Mature Black Spruce",49.6925,-74.3421,382.0,ENF,-0.36,962
2010.0,252.00371646151197,2.811,1010.131,0.835731,662.879,654.573,672.811,671.275,CA-Qfo,"Quebec - Eastern Boreal, Mature Black Spruce",49.6925,-74.3421,382.0,ENF,-0.36,962
2003.0,729.16204824792,-0.545,352.866,0.177911,1764.39,1006.16,1721.78,1174.59,CA-SF1,"Saskatchewan - Western Boreal, forest burned in 1977",54.485,-105.8176,536.0,ENF,0.4,470
2004.0,280.47296260368006,-1.534,440.6,0.422814,1047.02,1023.23,809.554,1144.05,CA-SF1,"Saskatchewan - Western Boreal, forest burned in 1977",54.485,-105.8176,536.0,ENF,0.4,470
2005.0,511.26399355608,0.777,559.2,0.439155,1280.0,1070.14,1078.51,1087.59,CA-SF1,"Saskatchewan - Western Boreal, forest burned in 1977",54.485,-105.8176,536.0,ENF,0.4,470
2006.0,656.9100068040001,1.06,438.673,0.431107,1595.5,1156.23,1335.17,1336.26,CA-SF1,"Saskatchewan - Western Boreal, forest burned in 1977",54.485,-105.8176,536.0,ENF,0.4,470
2001.0,917.167794876,1.435,243.34,0.203253,1891.99,1516.93,1897.94,1668.2,CA-SF2,"Saskatchewan - Western Boreal, forest burned in 1989",54.2539,-105.8775,520.0,ENF,0.4,470
2002.0,191.608317569124,-0.712,180.386,0.424201,1121.84,1211.97,856.497,856.045,CA-SF2,"Saskatchewan - Western Boreal, forest burned in 1989",54.2539,-105.8775,520.0,ENF,0.4,470
2003.0,372.13439441328006,0.087,227.447,0.422717,1172.82,1161.84,800.907,972.734,CA-SF2,"Saskatchewan - Western Boreal, forest burned in 1989",54.2539,-105.8775,520.0,ENF,0.4,470
2004.0,382.9199458458239,-0.898,254.37,0.432719,1249.22,1093.92,981.103,933.686,CA-SF2,"Saskatchewan - Western Boreal, forest burned in 1989",54.2539,-105.8775,520.0,ENF,0.4,470
2005.0,531.738280294128,1.087,525.611,0.438699,1636.44,1557.69,1217.28,1429.85,CA-SF2,"Saskatchewan - Western Boreal, forest burned in 1989",54.2539,-105.8775,520.0,ENF,0.4,470
2001.0,119.28482473075918,2.524,264.831,0.659361,321.691,NA,432.92,NA,CA-SF3,"Saskatchewan - Western Boreal, forest burned in 1998",54.0916,-106.0053,540.0,OSH,0.4,470
2002.0,243.30208083839997,0.093,250.146,0.113527,532.509,490.946,448.83,649.594,CA-SF3,"Saskatchewan - Western Boreal, forest burned in 1998",54.0916,-106.0053,540.0,OSH,0.4,470
2003.0,197.76007331142478,1.0,246.688,0.446747,519.612,483.809,440.301,485.509,CA-SF3,"Saskatchewan - Western Boreal, forest burned in 1998",54.0916,-106.0053,540.0,OSH,0.4,470
2004.0,228.81579275591997,-0.13,502.07,0.426059,561.586,471.37,506.687,443.239,CA-SF3,"Saskatchewan - Western Boreal, forest burned in 1998",54.0916,-106.0053,540.0,OSH,0.4,470
2005.0,292.95474991585917,1.811,423.623,0.437386,572.82,498.374,521.269,600.825,CA-SF3,"Saskatchewan - Western Boreal, forest burned in 1998",54.0916,-106.0053,540.0,OSH,0.4,470
2006.0,238.57652456711998,1.751,433.344,0.434932,630.105,461.038,511.043,522.182,CA-SF3,"Saskatchewan - Western Boreal, forest burned in 1998",54.0916,-106.0053,540.0,OSH,0.4,470
2005.0,1406.93152820328,8.908,1064.586,0.301256,2749.52,1793.41,1681.63,2577.9,CH-Cha,Chamau,47.2102,8.4104,393.0,GRA,9.5,1136
2006.0,970.0023913786382,9.508,1150.643,0.951712,2329.71,2657.22,2022.56,2690.93,CH-Cha,Chamau,47.2102,8.4104,393.0,GRA,9.5,1136
2007.0,1057.9319311211998,10.02,1214.244,0.94863,2900.61,2945.97,2444.21,2879.37,CH-Cha,Chamau,47.2102,8.4104,393.0,GRA,9.5,1136
2008.0,1016.3047140257759,9.51,1131.203,0.909722,2850.64,2582.15,2613.09,2598.99,CH-Cha,Chamau,47.2102,8.4104,393.0,GRA,9.5,1136
2009.0,1144.384083938448,9.767,1113.491,0.367922,3087.37,2892.03,2913.22,2948.73,CH-Cha,Chamau,47.2102,8.4104,393.0,GRA,9.5,1136
2010.0,928.98057919896,8.652,1187.63,0.968836,2390.53,2631.5,2078.81,2645.75,CH-Cha,Chamau,47.2102,8.4104,393.0,GRA,9.5,1136
2011.0,896.6902595299199,9.799,1133.694,0.985046,2519.04,2439.22,2141.37,2336.64,CH-Cha,Chamau,47.2102,8.4104,393.0,GRA,9.5,1136
2012.0,863.827498927584,9.495,1058.775,0.989469,1761.57,1692.77,1812.11,2161.76,CH-Cha,Chamau,47.2102,8.4104,393.0,GRA,9.5,1136
2013.0,655.3657520838722,8.93,1179.407,0.976427,2479.0,2525.63,1924.17,2002.4,CH-Cha,Chamau,47.2102,8.4104,393.0,GRA,9.5,1136
2014.0,647.725331465856,10.241,1124.197,0.985103,2757.3,2580.64,2264.49,1938.5,CH-Cha,Chamau,47.2102,8.4104,393.0,GRA,9.5,1136
1997.0,481.24311143295523,3.007,877.6,0.962728,851.479,935.618,962.25,1130.28,CH-Dav,Davos- Seehorn forest,46.8153,9.8559,1639.0,ENF,2.8,1062
1998.0,520.17544849536,2.63,911.0,0.885616,988.484,1065.71,982.098,1251.87,CH-Dav,Davos- Seehorn forest,46.8153,9.8559,1639.0,ENF,2.8,1062
1999.0,470.15894987460007,2.489,1237.1,0.969977,1257.68,1234.85,1235.83,1265.39,CH-Dav,Davos- Seehorn forest,46.8153,9.8559,1639.0,ENF,2.8,1062
2e3,476.4306010967531,2.915,1138.98,0.990551,1219.3,1230.03,885.447,1145.12,CH-Dav,Davos- Seehorn forest,46.8153,9.8559,1639.0,ENF,2.8,1062
2001.0,410.82577439652727,2.428,1271.5,0.981164,1218.13,1305.21,1114.42,1206.08,CH-Dav,Davos- Seehorn forest,46.8153,9.8559,1639.0,ENF,2.8,1062
2002.0,514.3678646277599,3.11,1114.0,0.987671,1272.94,1301.0,1248.28,1272.24,CH-Dav,Davos- Seehorn forest,46.8153,9.8559,1639.0,ENF,2.8,1062
2003.0,623.269705626936,3.397,671.3,0.97911,1126.49,1229.84,1173.12,1486.52,CH-Dav,Davos- Seehorn forest,46.8153,9.8559,1639.0,ENF,2.8,1062
2004.0,497.94640831375204,2.745,698.3,0.991917,1099.97,1082.23,1021.45,1131.49,CH-Dav,Davos- Seehorn forest,46.8153,9.8559,1639.0,ENF,2.8,1062
2005.0,311.49841566708,3.046,700.0,0.378482,1403.48,1133.22,444.484,847.641,CH-Dav,Davos- Seehorn forest,46.8153,9.8559,1639.0,ENF,2.8,1062
2006.0,290.7776677312426,4.532,590.0,0.967808,1046.76,1072.36,584.248,750.088,CH-Dav,Davos- Seehorn forest,46.8153,9.8559,1639.0,ENF,2.8,1062
2007.0,195.38735805213125,4.374,705.2,0.971176,988.626,1083.31,778.337,678.657,CH-Dav,Davos- Seehorn forest,46.8153,9.8559,1639.0,ENF,2.8,1062
2008.0,288.7552065792241,4.032,825.1,0.965449,1161.14,1141.72,744.379,764.559,CH-Dav,Davos- Seehorn forest,46.8153,9.8559,1639.0,ENF,2.8,1062
2009.0,291.2202033682032,4.047,664.0,0.967352,1199.99,1242.19,872.468,839.423,CH-Dav,Davos- Seehorn forest,46.8153,9.8559,1639.0,ENF,2.8,1062
2010.0,192.44339930779205,2.86,742.5,0.967979,1052.97,1274.92,828.112,789.631,CH-Dav,Davos- Seehorn forest,46.8153,9.8559,1639.0,ENF,2.8,1062
2011.0,314.08331895122404,5.078,775.8,0.963642,1153.09,1369.58,563.631,807.16,CH-Dav,Davos- Seehorn forest,46.8153,9.8559,1639.0,ENF,2.8,1062
2012.0,210.54341444818317,4.065,854.2,0.944217,1106.77,1185.06,781.81,717.597,CH-Dav,Davos- Seehorn forest,46.8153,9.8559,1639.0,ENF,2.8,1062
2013.0,140.908193857656,3.736,691.4,0.967694,1102.79,1165.7,779.471,659.708,CH-Dav,Davos- Seehorn forest,46.8153,9.8559,1639.0,ENF,2.8,1062
2014.0,126.95487068796913,4.823,681.8,0.973459,1208.47,1289.91,757.873,612.185,CH-Dav,Davos- Seehorn forest,46.8153,9.8559,1639.0,ENF,2.8,1062
2005.0,836.0837700662161,6.818,1253.074,0.367694,2672.98,2876.94,2553.12,1794.24,CH-Fru,FrÙebÙel,47.1158,8.5378,982.0,GRA,7.2,1651
2006.0,702.696870782136,7.577,1366.777,0.69024,2220.17,2011.03,1809.87,1810.7,CH-Fru,FrÙebÙel,47.1158,8.5378,982.0,GRA,7.2,1651
2007.0,652.6041535750032,7.768,1324.3,0.94766,2070.77,2069.34,1758.87,1651.04,CH-Fru,FrÙebÙel,47.1158,8.5378,982.0,GRA,7.2,1651
2008.0,612.999097799544,7.604,1279.1,0.98372,1863.82,1982.77,1591.88,1648.24,CH-Fru,FrÙebÙel,47.1158,8.5378,982.0,GRA,7.2,1651
2009.0,720.0380565644687,7.834,1435.6,0.627112,2055.25,2298.48,1677.56,1660.98,CH-Fru,FrÙebÙel,47.1158,8.5378,982.0,GRA,7.2,1651
2010.0,534.3894016079472,6.585,1771.2,0.811358,1755.2,1981.58,1507.68,1610.12,CH-Fru,FrÙebÙel,47.1158,8.5378,982.0,GRA,7.2,1651
2011.0,684.9303689046887,8.812,696.18,0.964441,1998.36,2312.11,1721.63,1974.25,CH-Fru,FrÙebÙel,47.1158,8.5378,982.0,GRA,7.2,1651
2012.0,718.1263819339199,7.581,1159.938,0.914788,2036.32,1995.7,1977.05,1830.49,CH-Fru,FrÙebÙel,47.1158,8.5378,982.0,GRA,7.2,1651
2013.0,707.8558293810576,7.216,1012.32,0.950913,1944.02,1901.63,1698.54,1693.15,CH-Fru,FrÙebÙel,47.1158,8.5378,982.0,GRA,7.2,1651
2014.0,759.009084879024,8.538,1653.392,0.978767,1983.51,2286.4,1750.36,1892.52,CH-Fru,FrÙebÙel,47.1158,8.5378,982.0,GRA,7.2,1651
2004.0,417.82825610064,7.206,1058.494,0.508254,3391.29,1521.04,2474.71,839.395,CH-Lae,Laegeren,47.4781,8.365,689.0,MF,8.3,1100
2005.0,419.0207930470441,7.435,1088.163,0.943094,1729.37,1569.13,1404.75,923.426,CH-Lae,Laegeren,47.4781,8.365,689.0,MF,8.3,1100
2006.0,473.5876938255,7.95,1111.172,0.90879,1781.58,1759.55,1521.59,1271.45,CH-Lae,Laegeren,47.4781,8.365,689.0,MF,8.3,1100
2007.0,583.9179283923336,8.109,1337.749,0.92089,2094.75,2106.48,1899.81,1360.49,CH-Lae,Laegeren,47.4781,8.365,689.0,MF,8.3,1100
2008.0,597.14036248104,7.588,1189.649,0.952584,1968.88,1906.3,1817.4,1395.76,CH-Lae,Laegeren,47.4781,8.365,689.0,MF,8.3,1100
2009.0,407.08397113783195,7.92,1128.283,0.938242,1988.72,1887.87,1543.21,1096.76,CH-Lae,Laegeren,47.4781,8.365,689.0,MF,8.3,1100
2010.0,456.9536186792207,6.805,1234.78,0.923231,2018.36,1943.3,1564.6,1132.46,CH-Lae,Laegeren,47.4781,8.365,689.0,MF,8.3,1100
2011.0,439.0809984438912,8.787,1092.805,0.939384,2109.82,2130.08,1458.48,1055.64,CH-Lae,Laegeren,47.4781,8.365,689.0,MF,8.3,1100
2012.0,442.96256994915603,7.755,1379.836,0.929816,1803.46,1920.91,1273.84,1021.13,CH-Lae,Laegeren,47.4781,8.365,689.0,MF,8.3,1100
2013.0,256.306755046392,7.105,1197.872,0.959703,1927.33,1854.35,1485.0,785.375,CH-Lae,Laegeren,47.4781,8.365,689.0,MF,8.3,1100
2014.0,272.200463059356,8.704,1107.984,0.980365,1932.73,1872.51,1582.41,785.701,CH-Lae,Laegeren,47.4781,8.365,689.0,MF,8.3,1100
2002.0,647.8631131320001,9.562,1479.083,0.776826,1960.74,2275.23,1323.96,1683.4,CH-Oe1,Oensingen grassland,47.2858,7.7319,450.0,GRA,9.0,1100
2003.0,623.78615524392,9.57,895.023,0.85645,1647.57,1844.69,1378.82,1686.79,CH-Oe1,Oensingen grassland,47.2858,7.7319,450.0,GRA,9.0,1100
2004.0,646.4453113627201,8.923,1157.637,0.810906,2203.51,2262.4,1639.67,1754.02,CH-Oe1,Oensingen grassland,47.2858,7.7319,450.0,GRA,9.0,1100
2005.0,596.713172979456,8.669,935.329,0.934932,1845.46,1836.16,1627.65,1630.95,CH-Oe1,Oensingen grassland,47.2858,7.7319,450.0,GRA,9.0,1100
2006.0,571.21867131768,9.279,1566.926,0.944235,1891.61,1835.1,1650.49,1540.21,CH-Oe1,Oensingen grassland,47.2858,7.7319,450.0,GRA,9.0,1100
2007.0,642.288857488776,9.597,1333.306,0.94492,2203.55,2172.11,1771.03,1729.41,CH-Oe1,Oensingen grassland,47.2858,7.7319,450.0,GRA,9.0,1100
2008.0,551.8063152698401,9.304,1186.84,0.946494,1384.21,1358.46,1410.04,1361.32,CH-Oe1,Oensingen grassland,47.2858,7.7319,450.0,GRA,9.0,1100
2004.0,421.92062328348,9.749,1114.287,0.931125,1444.52,1342.52,1145.19,1095.05,CH-Oe2,Oensingen2 crop,47.2863,7.7343,452.0,CRO,9.0,1100
2005.0,533.6111667571201,9.527,934.14,0.994406,1611.04,1517.45,1319.83,1350.01,CH-Oe2,Oensingen2 crop,47.2863,7.7343,452.0,CRO,9.0,1100
2006.0,543.6842736507768,10.025,1566.33,0.936644,1046.51,1060.29,1373.09,1425.14,CH-Oe2,Oensingen2 crop,47.2863,7.7343,452.0,CRO,9.0,1100
2007.0,613.946063420712,10.251,2642.249,0.991781,1492.74,1416.25,1432.99,1493.04,CH-Oe2,Oensingen2 crop,47.2863,7.7343,452.0,CRO,9.0,1100
2008.0,568.169920720728,9.705,2425.804,0.964196,1399.1,1390.24,1273.86,1424.32,CH-Oe2,Oensingen2 crop,47.2863,7.7343,452.0,CRO,9.0,1100
2009.0,478.9353227930207,9.467,2363.496,0.961644,1457.53,1539.28,1141.16,1269.62,CH-Oe2,Oensingen2 crop,47.2863,7.7343,452.0,CRO,9.0,1100
2010.0,486.56427310711865,8.394,2324.132,0.888699,439.626,592.582,1053.74,1327.26,CH-Oe2,Oensingen2 crop,47.2863,7.7343,452.0,CRO,9.0,1100
2011.0,473.4978921461519,9.864,2079.206,0.974315,1502.49,1614.53,985.471,1283.02,CH-Oe2,Oensingen2 crop,47.2863,7.7343,452.0,CRO,9.0,1100
2012.0,467.797160203992,9.127,2599.886,0.964139,1355.39,1521.01,1034.89,1294.47,CH-Oe2,Oensingen2 crop,47.2863,7.7343,452.0,CRO,9.0,1100
2013.0,494.49239696051995,8.829,2487.089,0.935731,1464.54,1373.4,1454.22,1340.96,CH-Oe2,Oensingen2 crop,47.2863,7.7343,452.0,CRO,9.0,1100
2014.0,524.6732370153599,10.265,2161.612,0.894749,1638.35,1617.39,1452.19,1434.46,CH-Oe2,Oensingen2 crop,47.2863,7.7343,452.0,CRO,9.0,1100
2003.0,461.458936755792,4.73,497.32,0.919406,1499.56,1584.89,1106.7,1308.08,CN-Cha,Changbaishan,42.4025,128.0958,NA,MF,NA,NA
2004.0,493.97511435614643,4.9,455.203,0.879497,1475.57,1533.6,1069.73,1256.76,CN-Cha,Changbaishan,42.4025,128.0958,NA,MF,NA,NA
2005.0,438.470333454168,3.432,445.903,0.864498,1329.24,1362.79,1065.08,1083.3,CN-Cha,Changbaishan,42.4025,128.0958,NA,MF,NA,NA
2007.0,162.33969164032803,7.315,210.293,0.596119,588.576,445.234,570.209,394.002,CN-Cng,Changling,44.5934,123.5092,NA,GRA,NA,NA
2008.0,150.42039762617276,6.829,384.2,0.98548500000000006,713.638,627.122,575.521,418.255,CN-Cng,Changling,44.5934,123.5092,NA,GRA,NA,NA
2009.0,108.60461254353599,5.635,281.5,0.91484,645.289,553.055,574.554,334.444,CN-Cng,Changling,44.5934,123.5092,NA,GRA,NA,NA
2010.0,127.45114424412048,5.051,280.852,0.721347,655.47,552.43,580.57,360.72,CN-Cng,Changling,44.5934,123.5092,NA,GRA,NA,NA
2004.0,90.66053008317601,1.783,550.4,0.901298,367.966,353.336,261.066,225.353,CN-Dan,Dangxiong,30.4978,91.0664,NA,GRA,NA,NA
2005.0,84.69799280064001,2.565,489.9,0.94395,297.542,283.779,259.457,215.718,CN-Dan,Dangxiong,30.4978,91.0664,NA,GRA,NA,NA
2003.0,476.37187063199997,20.696,1311.461,0.819749,1635.34,1550.62,1190.42,978.62,CN-Din,Dinghushan,23.1733,112.5361,NA,EBF,NA,NA
2004.0,442.16599552776,20.495,1297.753,0.625626,1610.84,1618.0,1228.51,985.415,CN-Din,Dinghushan,23.1733,112.5361,NA,EBF,NA,NA
2005.0,428.93542319039994,20.097,1511.403,0.897146,1439.94,1366.25,1119.13,936.362,CN-Din,Dinghushan,23.1733,112.5361,NA,EBF,NA,NA
2006.0,-57.158383816800004,3.103,424.855,0.0111872,NA,NA,NA,NA,CN-Du2,Duolun_grassland (D01),42.0467,116.2836,NA,GRA,NA,NA
2007.0,36.72985503112561,3.705,207.715,0.983562,40.2164,183.918,120.954,165.947,CN-Du2,Duolun_grassland (D01),42.0467,116.2836,NA,GRA,NA,NA
2008.0,78.2550717192648,2.682,362.085,0.925831,391.491,412.024,344.127,314.369,CN-Du2,Duolun_grassland (D01),42.0467,116.2836,NA,GRA,NA,NA
2003.0,239.80247800272,-1.331,546.1,0.929224,817.597,758.663,713.004,656.295,CN-Ha2,Haibei Shrubland,37.6086,101.3269,NA,WET,NA,NA
2004.0,244.46401824816,-1.908,493.5,0.912682,909.391,860.858,655.69,645.095,CN-Ha2,Haibei Shrubland,37.6086,101.3269,NA,WET,NA,NA
2005.0,269.970727356,-1.276,541.5,0.927055,1015.64,925.016,898.511,734.413,CN-Ha2,Haibei Shrubland,37.6086,101.3269,NA,WET,NA,NA
2002.0,199.616010092676,-0.961,526.396,0.880594,587.406,519.556,551.598,541.137,CN-HaM,Haibei Alpine Tibet site,37.37,101.18,NA,GRA,NA,NA
2003.0,178.22421014635438,-0.655,640.273,0.978368,739.346,641.712,610.495,512.548,CN-HaM,Haibei Alpine Tibet site,37.37,101.18,NA,GRA,NA,NA
2004.0,180.6288285398371,-1.38,618.629,0.987705,781.309,315.867,626.218,122.259,CN-HaM,Haibei Alpine Tibet site,37.37,101.18,NA,GRA,NA,NA
2003.0,487.32776197488,18.776,854.95,0.961244,1677.99,1748.04,1183.11,1167.71,CN-Qia,Qianyanzhou,26.7414,115.0581,NA,ENF,NA,NA
2004.0,536.4141211331998,18.272,1324.827,0.949738,1934.84,1898.5,1408.65,1295.61,CN-Qia,Qianyanzhou,26.7414,115.0581,NA,ENF,NA,NA
2005.0,481.24869348506394,17.681,1329.9,0.976598,1671.42,1626.01,1230.46,1138.25,CN-Qia,Qianyanzhou,26.7414,115.0581,NA,ENF,NA,NA
2010.0,-272.96795483856,2.948,284.567,0.0440068,0.0,279.442,297.268,2.14593e-4,CN-Sw2,Siziwang Grazed (SZWG),41.7902,111.8971,NA,GRA,NA,NA
2011.0,-1.1003134272551975,2.645,159.539,0.987043,165.736,47.0101,483.634,217.612,CN-Sw2,Siziwang Grazed (SZWG),41.7902,111.8971,NA,GRA,NA,NA
2012.0,-257.14697614055996,1.596,397.929,0.070526,0.0,443.154,NA,9.37733,CN-Sw2,Siziwang Grazed (SZWG),41.7902,111.8971,NA,GRA,NA,NA
2004.0,209.01440817910802,7.531,1637.049,0.684199,1726.51,1435.13,903.823,591.79,CZ-BK1,Bily Kriz forest,49.5021,18.5369,875.0,ENF,6.7,1316
2005.0,344.009186416152,5.841,1483.591,0.658904,2128.28,1508.17,1106.9,810.4,CZ-BK1,Bily Kriz forest,49.5021,18.5369,875.0,ENF,6.7,1316
2006.0,298.0298008604161,6.811,1378.194,0.607192,1907.64,1451.92,670.173,776.056,CZ-BK1,Bily Kriz forest,49.5021,18.5369,875.0,ENF,6.7,1316
2007.0,415.05049783728,7.419,1748.426,0.681336,1977.59,1830.23,784.408,1110.49,CZ-BK1,Bily Kriz forest,49.5021,18.5369,875.0,ENF,6.7,1316
2008.0,427.430485924488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006.0,383.11981682472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006.0,555.53006646792,7.965,578.951,0.595491,1367.03,1450.86,1168.11,1416.02,CZ-wet,CZECHWET,49.0247,14.7704,426.0,WET,7.6,614
2007.0,412.5819755538,8.844,582.943,0.946233,1329.99,1398.02,1059.38,1172.4,CZ-wet,CZECHWET,49.0247,14.7704,426.0,WET,7.6,614
2008.0,367.97589152748003,8.55,538.58,0.969262,1137.36,1090.84,1046.16,1013.83,CZ-wet,CZECHWET,49.0247,14.7704,426.0,WET,7.6,614
2009.0,357.7732948889496,8.351,713.518,0.964555,1156.22,1211.58,1007.5,1053.94,CZ-wet,CZECHWET,49.0247,14.7704,426.0,WET,7.6,614
2010.0,317.38818566437925,7.223,661.6,0.934989,1076.23,1155.07,813.053,965.169,CZ-wet,CZECHWET,49.0247,14.7704,426.0,WET,7.6,614
2011.0,381.8410502666976,8.348,571.0,0.953311,1109.61,1003.55,1031.28,985.772,CZ-wet,CZECHWET,49.0247,14.7704,426.0,WET,7.6,614
2012.0,521.1033756652799,8.387,687.4,0.954406,1173.86,1300.53,1124.19,1389.05,CZ-wet,CZECHWET,49.0247,14.7704,426.0,WET,7.6,614
2013.0,446.00066925552005,8.134,578.369,0.940183,1120.54,1125.68,1037.24,1146.87,CZ-wet,CZECHWET,49.0247,14.7704,426.0,WET,7.6,614
2014.0,395.33709324744,9.382,540.918,0.935731,1087.71,1001.17,1177.53,1077.04,CZ-wet,CZECHWET,49.0247,14.7704,426.0,WET,7.6,614
2009.0,193.5020361168,9.223,577.549,0.169292,192.478,151.742,765.495,475.374,DE-Akm,Anklam,53.8662,13.6834,-1.0,WET,NA,NA
2010.0,350.7901566912,7.936,707.819,0.890183,1106.33,1123.48,943.172,1023.9,DE-Akm,Anklam,53.8662,13.6834,-1.0,WET,NA,NA
2011.0,629.4888260928001,9.646,772.994,0.525913,1909.59,1799.68,1693.58,1569.43,DE-Akm,Anklam,53.8662,13.6834,-1.0,WET,NA,NA
2012.0,785.540737638,8.988,625.168,0.625569,1981.22,1932.58,1953.3,1862.17,DE-Akm,Anklam,53.8662,13.6834,-1.0,WET,NA,NA
2013.0,720.3426865848,9.213,600.942,0.97637,1946.06,1919.51,1880.75,1829.58,DE-Akm,Anklam,53.8662,13.6834,-1.0,WET,NA,NA
2014.0,618.8425757136,10.356,605.283,0.712614,1502.93,1283.65,1512.2,1421.52,DE-Akm,Anklam,53.8662,13.6834,-1.0,WET,NA,NA
2001.0,379.33919745983997,9.383,423.278,0.888242,1260.3,1188.07,1109.55,1004.5,DE-Geb,Gebesee,51.1001,10.9143,161.5,CRO,8.5,470
2002.0,302.09794029201595,9.585,674.086,0.96661,927.332,896.108,867.884,862.437,DE-Geb,Gebesee,51.1001,10.9143,161.5,CRO,8.5,470
2003.0,230.82981850828804,9.577,388.1,0.951769,1024.75,990.353,720.591,689.147,DE-Geb,Gebesee,51.1001,10.9143,161.5,CRO,8.5,470
2004.0,375.992587260648,9.496,506.6,0.975068,1312.03,1289.0,1030.83,1054.54,DE-Geb,Gebesee,51.1001,10.9143,161.5,CRO,8.5,470
2005.0,423.09871209863996,9.58,521.9,0.964384,1268.04,1272.41,1110.03,1178.09,DE-Geb,Gebesee,51.1001,10.9143,161.5,CRO,8.5,470
2006.0,318.115662672744,9.916,430.6,0.971062,1443.37,1432.98,790.92,819.744,DE-Geb,Gebesee,51.1001,10.9143,161.5,CRO,8.5,470
2007.0,319.89503333325604,10.446,691.5,0.90097,993.901,984.045,887.678,890.071,DE-Geb,Gebesee,51.1001,10.9143,161.5,CRO,8.5,470
2008.0,336.6612234172087,9.975,479.6,0.983607,1212.25,1236.54,852.894,927.943,DE-Geb,Gebesee,51.1001,10.9143,161.5,CRO,8.5,470
2009.0,232.824661577568,9.675,666.829,0.984989,774.201,745.905,689.546,658.987,DE-Geb,Gebesee,51.1001,10.9143,161.5,CRO,8.5,470
2010.0,298.2739937633136,8.111,645.9,0.98145,1111.23,1146.94,791.891,862.266,DE-Geb,Gebesee,51.1001,10.9143,161.5,CRO,8.5,470
2011.0,241.765135251984,10.094,417.0,0.95,635.86,643.317,609.904,648.013,DE-Geb,Gebesee,51.1001,10.9143,161.5,CRO,8.5,470
2012.0,303.5275700450401,9.766,455.035,0.961407,870.623,895.016,697.251,786.041,DE-Geb,Gebesee,51.1001,10.9143,161.5,CRO,8.5,470
2013.0,293.31105637896,9.129,603.625,0.964098,1107.48,1120.64,784.921,822.773,DE-Geb,Gebesee,51.1001,10.9143,161.5,CRO,8.5,470
2014.0,396.62287436303995,10.652,536.7,0.970548,1409.25,1485.3,966.291,1102.37,DE-Geb,Gebesee,51.1001,10.9143,161.5,CRO,8.5,470
2004.0,373.78483265397597,7.782,812.225,0.920879,1295.52,1237.51,966.989,993.895,DE-Gri,Grillenburg,50.9495,13.5125,385.0,GRA,7.2,853
2005.0,616.3961179888802,7.745,780.4,0.936986,1695.2,1817.83,1457.39,1748.8,DE-Gri,Grillenburg,50.9495,13.5125,385.0,GRA,7.2,853
2006.0,386.50512476375997,8.34,860.018,0.944235,1062.1,1062.0,801.727,1010.54,DE-Gri,Grillenburg,50.9495,13.5125,385.0,GRA,7.2,853
2007.0,508.6405028685599,8.916,1089.652,0.916495,1453.44,1585.82,1210.62,1412.45,DE-Gri,Grillenburg,50.9495,13.5125,385.0,GRA,7.2,853
